componentSize,frequency
2,4647
3,2032
4,850
5,457
6,236
7,152
8,99
9,73
10,59
11,31
12,20
13,92
14,24
15,12
16,10
17,12
18,10
19,11
20,9
21,4
22,3
23,2
24,4
25,4
26,1
27,3
28,2
29,1
30,3
31,1
32,1
34,3
35,2
36,8
37,9
38,3
39,8
40,15
41,8
42,17
43,25
44,10
45,6
46,11
47,6
48,8
49,2
50,2
51,2
52,2
53,1
55,2
56,2
58,3
60,1
61,2
62,1
63,1
64,1
65,1
69,1
71,1
72,1
75,1
76,1
77,1
78,1
79,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
90,1
91,1
93,1
104,1
106,1
204,1
245,1
465,1
155471,1
