componentSize,frequency
2,3225
3,1390
4,628
5,339
6,155
7,144
8,74
9,73
10,31
11,29
12,18
13,20
14,6
15,9
16,7
17,8
19,4
20,6
21,10
22,2
23,4
24,3
26,3
27,1
28,1
29,2
30,1
31,1
32,1
33,2
34,1
37,1
39,2
40,2
42,1
57,1
59,2
60,1
68,1
69,1
73,1
80,1
82,1
106,1
117,1
201,8
442,1
127788,1
