componentSize,frequency
2,11736
3,4211
4,2026
5,1096
6,629
7,417
8,282
9,208
10,126
11,113
12,92
13,103
14,64
15,54
16,43
17,33
18,33
19,25
20,16
21,17
22,32
23,13
24,7
25,5
26,10
27,5
28,3
29,6
30,8
31,9
32,5
33,4
34,4
35,5
36,4
37,3
38,4
39,1
40,3
41,2
42,1
43,1
44,3
45,4
46,3
47,1
49,1
50,1
51,1
52,1
56,1
57,1
59,2
60,1
63,1
65,2
66,1
71,2
73,1
76,1
77,1
79,1
93,1
97,1
98,1
101,1
122,1
138,1
165,1
166,1
181,1
191,1
217,1
232,1
317,1
398,1
813,1
285931,1
