componentSize,frequency
2,7876
3,2923
4,1457
5,803
6,439
7,267
8,197
9,145
10,98
11,71
12,54
13,33
14,26
15,27
16,30
17,15
18,19
19,12
20,14
21,13
22,12
23,9
24,6
25,3
26,5
27,8
28,4
29,5
30,6
31,4
32,4
33,2
34,4
35,5
36,3
37,1
38,7
39,3
40,11
41,5
42,11
43,9
44,7
45,6
46,4
47,3
48,2
49,1
50,4
51,2
54,1
59,1
61,1
64,1
65,1
66,1
73,1
74,1
75,1
76,2
78,1
82,1
83,2
86,1
87,1
90,1
92,1
93,1
94,1
100,1
101,1
113,1
118,1
128,1
132,1
150,1
167,1
206,1
234,1
458,1
503,1
577,1
216245,1
