componentSize,frequency
2,7282
3,1810
4,681
5,380
6,216
7,159
8,75
9,47
10,42
11,22
12,25
13,18
14,15
15,13
16,10
17,9
18,11
19,5
20,9
21,28
22,3
24,3
26,4
27,1
28,3
29,4
30,13
31,10
32,2
33,4
34,3
37,1
41,1
42,2
43,1
48,1
50,1
51,1
56,1
57,2
58,1
60,1
63,1
64,1
67,1
68,1
73,1
80,1
81,1
96,1
99,1
114,1
138,1
151,2
167,1
172,1
188,1
197,1
199,1
201,51
202,1
208,1
210,1
243,1
329,1
379,1
399,1
401,1
568,1
582,1
6058,1
8286,1
115706,1
