distance,flow
1,0.0220184818916
1,0.00815236210643
1,0.0216877540874
1,0.376503777088
2,0.032713236919
2,0.00913456948606
2,0.368889343001
3,0.0091234248616
3,0.010128292631
3,0.0103085210314
3,0.00400257321115
4,0.00605234398935
5,0.0104287410068
5,0.00340026992544
6,0.00227652319721
7,0.00264499966863
8,0.00221630911512
9,5.50332452146e-05
9,0.0352612037534
10,7.9011589367e-05
10,0.301841291165
11,0.0669663499066
11,0.0191018742266
11,7.9011589367e-05
12,7.9011589367e-05
12,0.196258844007
13,0.0015977036533
13,5.05397142023e-05
13,2.84718751647e-05
13,0.000936849056389
14,0.162236655357
15,0.0187721242772
15,0.052324888386
15,0.138582245971
16,0.160669152717
16,0.00242915622937
17,0.0064915300149
17,0.0100560784412
17,0.0105401824404
17,1.99752926281e-05
17,2.66337235041e-05
17,2.73737760636e-05
17,0.0275046118806
17,0.154949157164
17,0.0219344238086
18,0.0739467551188
19,0.000841199311583
19,0.00901778684426
19,0.000901778684426
19,0.00693226072867
20,0.0186287027247
20,0.00901778684426
20,0.000271337515576
21,0.000557679755589
21,0.00691348230304
22,0.00102344683864
22,0.000290223104507
22,0.0509517441634
22,2.90753454109e-05
23,0.00102344683864
23,0.000290223104507
23,0.0687077723086
23,0.0416902385584
23,0.000360486162485
24,0.000287747521435
24,0.0343025595992
25,0.0497706624698
26,0.00529169465221
26,0.0049730772157
26,0.00736656248002
26,0.134833037185
27,0.0293893182246
27,0.00419535518244
28,0.109220041891
28,0.0407811220768
29,0.165771330545
30,0.120796793287
30,0.0133649362385
31,0.203748895286
32,0.030461673321
32,0.196682511693
32,0.0185104440237
33,0.00450659242988
33,0.107985849805
34,3.07554730579e-05
34,5.17251137793e-05
34,5.73170179715e-05
34,0.024892735899
34,0.0582215374084
34,0.0180741619495
34,0.0204808716542
34,0.174619074585
34,0.0261154124931
34,0.0121707555776
35,0.00764823991587
35,5.18004826936e-05
35,3.23427774179e-05
35,8.68797716862e-05
35,0.000141778507615
35,0.000110779385474
35,7.63573970312e-05
35,0.000852321205391
35,1.6609641337e-05
35,0.000120791210124
35,0.000217589392134
35,0.000499583067227
35,0.000332922659845
35,0.000178640958791
35,4.75312628061e-05
35,8.61316339602e-05
35,4.11735423959e-06
35,0.000211255924368
35,2.24328530693e-05
35,0.000106943891055
35,0.000293775462608
35,0.000435242919038
35,7.15778917131e-05
35,6.66796219315e-05
35,1.43013971602e-05
35,0.0010485716416
35,9.77945002277e-05
35,0.000320402798226
35,3.11609730186e-05
35,0.000330421198037
35,8.7603490184e-06
35,2.88665552986e-05
35,1.0323218801e-05
35,0.000261530724668
35,3.80147310435e-05
35,1.1630607801e-05
35,4.51993637272e-05
35,0.000126883807488
35,1.26043000164e-05
35,3.85225863103e-05
35,1.87511939062e-05
35,1.40139910788e-05
35,0.000254357801845
35,0.000184668911834
35,9.43264211175e-06
35,0.000157519610322
35,4.38980104698e-05
35,5.62443259143e-05
35,0.000473250222402
35,3.70389463337e-05
35,2.23418297113e-05
35,0.00010879281465
35,1.59341341559e-05
35,0.000212378856087
35,2.38116869292e-05
35,7.5256689554e-05
35,0.000222616147035
35,0.000107516292651
35,0.00090683709251
35,0.00268721041778
35,3.58645161156e-05
35,0.000208720234486
35,0.000181436911392
35,4.56710115112e-05
35,0.000117392596466
35,0.000193825171794
35,0.000110827234226
35,0.000609343459485
35,0.00449209325341
35,5.70223464408e-05
35,0.000401564991918
35,0.000571990036802
35,1.84089817488e-06
35,4.6205745567e-06
35,0.000159309808222
35,0.0579691778636
35,2.05143268353e-05
35,0.0011127799044
35,0.000158878444324
35,3.83992848879e-05
35,9.77216443049e-05
35,0.000205584029537
35,0.00022678851313
35,0.114828343461
35,0.00162924119507
35,7.32835532247e-05
35,0.000203044586619
35,6.25326451696e-05
35,0.000579417715277
35,3.84318667228e-05
35,2.25194570566e-05
35,3.15918175661e-05
35,0.000403524801541
35,1.84169581739e-05
35,0.000826327887786
35,9.32334450894e-05
35,8.96787423937e-05
35,0.000108538039399
35,0.000351929011163
35,0.00126050178947
35,4.04070608522e-06
35,3.3512744567e-05
35,0.000345170078527
35,2.72413537709e-05
35,4.45388000945e-05
35,1.41699723268e-05
35,0.000380007086054
35,8.96900308972e-05
35,4.6697951754e-06
35,0.000387025193716
35,1.89990020341e-05
35,0.0010091059753
35,4.62515071218e-05
35,3.8528446141e-05
35,2.83713408037e-05
35,4.63398455404e-05
35,3.90002115136e-05
36,0.00449209325341
36,0.131434774568
37,0.179218277792
38,0.0112000183537
38,0.00294831478929
38,0.109591939065
39,0.00313309366383
39,0.134527471154
40,0.120850826562
40,0.0036873368815
41,0.0043650209987
41,0.136190236268
41,0.00190467181764
42,0.0126445422524
42,7.32208200623e-05
42,0.000972782449679
43,0.107190539749
44,0.157948738966
44,0.00192202965871
45,0.00310156313675
45,0.170890530653
46,0.0745407506921
46,0.215758619718
47,0.0271493553361
47,0.0145761751919
47,0.000929417477015
47,0.0785924644093
47,0.00310947474861
48,0.00129228790268
48,0.00163968118627
48,0.000574832932005
48,0.00058201125978
48,0.00109222613117
48,0.000347959993674
48,0.00385674085291
48,0.00047667746032
48,0.000578610999254
48,0.00135026502691
48,0.000513250435838
48,0.000844398030255
48,0.000578792955017
48,0.000275043295761
48,0.000285810787421
48,0.00119479942574
48,0.000789427151774
48,0.00115193270436
48,0.00108430530059
48,0.000333225531402
48,0.000328880754065
48,0.000279954783184
48,0.00211153643968
48,0.000358916388697
