distance,flow
1,0.0683731694665
1,0.0696301025498
1,0.0736203663062
1,0.0683532181477
1,0.0690315629863
1,0.0690315629863
1,0.0690315629863
1,0.0690315629863
1,0.0690315629863
1,0.100235425562
1,0.0645624675791
1,0.0709269382706
1,0.139140497187
2,0.018921559735
2,0.0166662118809
2,0.0204244486674
2,0.0523653511054
2,0.0524301073479
2,0.0640018297694
2,0.053584948304
2,0.00692510850118
2,0.0645624675791
2,0.100235425562
2,0.0514874335596
2,0.0543990765814
3,0.053584948304
3,0.00208605023382
3,0.00427210260646
3,0.00089527896514
3,0.0438815791386
3,0.00848854478191
3,0.00261185068988
3,0.00265781460332
3,0.00848377196677
3,0.0204244486674
3,0.0631065508042
3,0.00231527561707
3,0.0645624675791
3,0.100235425562
3,0.0494013833258
3,0.0146494571286
4,6.3617669127e-05
4,0.0598698562223
4,0.038174495792
4,0.00256481471269
4,0.0139142663297
4,0.00179127909058
4,0.00323669458194
4,0.0212917533524
4,0.0645624675791
4,0.0485340786408
4,0.000714727201829
4,0.100235425562
4,0.053584948304
5,6.33798995741e-05
5,0.0137825028917
5,0.0381493740281
5,7.13146375312e-05
5,2.51217639318e-05
5,0.00256481471269
5,0.0645624675791
5,0.0010289239888
5,0.000204444849898
5,0.0483296337909
5,5.6611019257e-05
5,0.0212917533524
5,0.053584948304
5,0.100235425562
5,0.000586801545041
6,0.00826950173501
6,0.00551300115667
6,6.32713412921e-05
6,5.17227041436e-05
6,0.0381493740281
6,1.95919333877e-05
6,4.02682657188e-05
6,0.00256481471269
6,0.0337863146499
6,0.0645624675791
6,2.49617554954e-08
6,3.4784411301e-05
6,2.59958414127e-06
6,1.37431693969e-05
6,0.000204444849898
6,0.014543319141
6,0.0212917533524
6,0.100235425562
6,0.053584948304
6,0.000994139577499
7,5.06083852013e-05
7,0.029671055316
7,1.65223185894e-05
7,3.94840978331e-05
7,0.100235425562
7,7.84167885675e-07
7,0.0268542662498
7,0.00144273840168
7,0.00473490275449
7,2.25109584299e-08
7,0.00185950485717
7,4.5168759777e-08
7,0.00256481471269
7,0.0337863146499
7,9.94548300968e-07
7,1.37431693969e-05
7,2.22492846916e-06
7,0.000204444849898
7,0.014543319141
7,0.0381493740281
7,2.9476286256e-07
7,8.3156825487e-06
