outDegree,frequency
1,150602
2,43474
3,4172
4,1331
5,799
6,493
7,368
8,283
9,227
10,212
11,202
12,226
13,173
14,151
15,107
16,88
17,61
18,38
19,21
20,29
21,27
22,16
23,18
24,8
25,15
26,11
27,14
28,15
29,11
30,9
31,9
32,10
33,6
34,1
35,2
36,10
37,7
38,12
39,3
40,2
41,3
42,6
43,6
44,3
45,3
46,3
47,3
48,3
49,3
50,3
51,1
52,4
53,3
54,4
55,1
56,1
58,1
59,1
60,1
61,1
63,1
64,3
66,1
68,2
69,2
71,3
73,1
84,1
92,1
94,1
95,1
99,1
101,1
102,1
108,1
120,1
133,1
136,1
141,1
209,1
246,1
254,1
266,1
