outDegree,frequency
1,97304
2,29148
3,2605
4,2386
5,1596
6,318
7,203
8,171
9,140
10,164
11,204
12,177
13,159
14,142
15,121
16,73
17,52
18,36
19,21
20,10
21,16
22,12
23,10
24,7
25,5
26,9
27,8
28,3
29,5
30,5
31,5
32,3
33,4
34,4
35,6
36,4
37,3
38,2
39,2
40,1
41,4
42,4
43,2
44,2
45,1
46,5
47,2
48,1
49,2
50,2
51,1
52,1
55,2
56,1
60,1
63,1
67,1
70,1
75,1
81,1
83,1
94,1
97,1
105,1
113,1
116,1
122,2
129,1
131,1
134,2
135,1
138,1
139,1
141,3
142,1
143,1
150,1
152,1
154,1
156,1
159,1
161,1
235,1
