outDegree,frequency
1,87867
2,27063
3,2383
4,839
5,463
6,270
7,168
8,140
9,128
10,149
11,168
12,149
13,156
14,137
15,101
16,77
17,55
18,36
19,22
20,19
21,13
22,9
23,6
24,6
25,9
26,8
27,8
28,5
29,5
30,6
31,6
32,3
33,3
34,3
35,3
36,1
37,4
38,2
39,4
40,1
41,1
42,1
43,3
44,2
45,2
46,2
47,1
48,3
53,1
55,1
56,1
58,1
61,1
63,1
66,1
67,1
83,1
88,1
94,2
95,1
96,1
101,1
105,1
106,1
