outDegree,frequency
1,189872
2,45710
3,2881
4,1599
5,966
6,713
7,422
8,352
9,201
10,157
11,128
12,141
13,107
14,84
15,45
16,34
17,35
18,29
19,24
20,22
21,20
22,18
23,11
24,15
25,8
26,11
27,6
28,7
29,4
30,1
31,4
32,1
33,3
34,3
35,2
37,1
38,1
39,6
40,4
41,1
43,2
44,2
46,2
47,2
48,1
49,3
50,1
51,2
52,1
57,1
60,1
63,1
64,1
66,1
87,1
100,1
106,1
113,1
116,1
118,1
152,1
158,1
162,1
205,1
269,1
364,1
