outDegree,frequency
1,224118
2,42040
3,3602
4,2126
5,1200
6,721
7,402
8,269
9,177
10,137
11,107
12,55
13,56
14,40
15,29
16,30
17,22
18,12
19,10
20,18
21,9
22,10
23,6
24,11
25,7
26,8
27,8
28,7
29,8
30,7
31,5
32,5
33,7
34,1
35,4
36,4
37,5
38,1
39,3
40,3
42,1
43,2
45,1
46,3
47,2
48,1
49,1
50,2
52,2
53,2
54,2
57,1
58,1
59,1
60,3
61,19
69,1
74,1
76,1
92,1
93,1
97,1
100,2
101,2
105,1
107,1
109,1
116,1
120,1
121,1
127,1
128,3
133,1
135,1
141,1
150,2
169,1
203,1
