outDegree,frequency
1,153512
2,41794
3,9889
4,7118
5,5588
6,3763
7,2373
8,1562
9,1053
10,654
11,500
12,337
13,272
14,200
15,127
16,74
17,52
18,34
19,23
20,20
21,34
22,11
23,12
24,7
25,10
26,13
27,8
28,10
29,5
30,7
31,4
32,8
33,9
34,4
35,4
36,4
37,6
38,10
39,9
40,3
41,1
42,4
43,5
44,4
45,5
46,1
47,3
48,4
50,3
51,1
52,1
53,1
54,2
57,2
58,1
60,1
63,2
64,1
66,2
68,1
79,1
80,1
81,1
82,1
84,1
87,1
101,1
118,1
131,1
201,1
