outDegree,frequency
1,260748
2,36289
3,3031
4,1415
5,910
6,583
7,421
8,315
9,231
10,183
11,158
12,111
13,95
14,60
15,68
16,56
17,39
18,39
19,18
20,25
21,22
22,7
23,9
24,16
25,10
26,10
27,8
28,7
29,10
30,6
31,7
32,7
33,2
34,9
35,9
36,6
37,4
38,4
39,3
40,5
41,1
42,4
43,4
44,2
45,3
46,3
47,1
48,3
49,3
50,2
51,3
53,1
54,2
55,1
56,2
59,1
60,1
61,1
63,1
64,3
65,1
66,1
67,1
70,4
73,1
74,2
81,1
82,1
83,1
84,1
88,1
94,1
98,1
100,1
102,1
105,1
107,2
113,1
114,1
141,1
158,1
164,1
167,1
385,1
400,1
