outDegree,frequency
1,229461
2,45375
3,2586
4,1294
5,708
6,400
7,249
8,175
9,115
10,114
11,104
12,75
13,76
14,53
15,40
16,43
17,25
18,32
19,24
20,16
21,14
22,12
23,9
24,7
25,4
26,9
27,6
28,6
29,6
30,4
31,2
32,10
33,3
34,2
35,8
36,4
38,4
39,6
40,3
41,4
42,2
43,2
44,1
45,2
46,3
47,1
49,1
50,1
53,1
54,2
57,1
59,3
60,2
61,4
67,1
68,3
77,2
78,1
81,1
84,1
90,1
92,1
94,1
96,1
100,2
108,1
109,1
140,1
147,1
149,1
151,1
157,1
183,1
263,1
331,1
545,1
