outDegree,frequency
1,186765
2,45595
3,2521
4,1313
5,747
6,485
7,299
8,251
9,183
10,120
11,90
12,73
13,57
14,48
15,34
16,32
17,13
18,14
19,17
20,11
21,15
22,15
23,6
24,12
25,4
26,6
27,7
28,8
29,2
30,3
31,4
32,3
33,1
34,4
35,3
36,2
37,1
38,1
39,1
40,2
41,4
42,1
43,1
44,1
45,4
47,2
49,1
51,2
53,2
55,1
57,2
60,3
61,4
63,1
67,2
68,1
70,1
72,1
73,1
74,1
75,1
80,1
92,1
93,2
96,1
100,1
104,1
115,1
149,1
152,1
159,1
175,1
279,1
308,1
