outDegree,frequency
1,130769
2,34847
3,3449
4,1026
5,648
6,471
7,374
8,303
9,277
10,274
11,231
12,210
13,189
14,162
15,118
16,69
17,45
18,25
19,10
20,9
21,7
22,11
23,7
24,9
25,5
26,8
27,4
28,5
29,7
30,6
31,6
32,5
33,6
34,5
35,3
36,3
37,3
38,6
39,2
40,3
41,4
42,4
43,1
44,1
46,1
49,1
50,2
51,4
52,3
53,1
54,2
55,4
56,3
57,2
58,3
59,2
60,2
61,5
62,1
63,4
64,7
65,1
66,4
68,1
69,1
70,3
72,2
73,1
74,1
76,1
77,2
94,1
96,2
105,1
106,1
146,1
147,1
233,1
