outDegree,frequency
1,229750
2,48601
3,2703
4,1274
5,751
6,573
7,404
8,275
9,181
10,123
11,109
12,72
13,65
14,58
15,53
16,35
17,30
18,26
19,20
20,25
21,16
22,7
23,10
24,6
25,5
26,5
27,7
28,5
29,3
30,1
31,2
32,3
33,4
34,3
36,2
37,1
38,1
39,2
40,3
42,3
43,2
44,2
45,2
47,1
48,1
50,3
51,1
53,2
56,3
63,1
64,2
66,1
70,2
79,1
80,1
81,2
88,1
94,1
97,1
100,1
119,2
122,1
131,1
153,1
171,1
242,1
302,1
