outDegree,frequency
1,250348
2,52243
3,3485
4,1609
5,1070
6,686
7,504
8,386
9,281
10,242
11,188
12,117
13,117
14,82
15,69
16,79
17,63
18,54
19,50
20,56
21,58
22,52
23,70
24,64
25,72
26,50
27,58
28,49
29,40
30,28
31,22
32,21
33,14
34,15
35,7
36,11
37,8
38,9
39,6
40,7
41,3
42,11
43,2
44,7
45,5
46,7
47,8
48,5
49,5
50,2
51,2
52,7
53,1
54,3
55,5
56,6
57,7
58,4
59,2
60,2
61,3
62,2
63,2
64,1
65,1
67,1
70,1
72,2
74,1
75,1
76,1
77,1
81,1
100,1
132,1
149,1
214,1
388,1
474,1
