outDegree,frequency
1,234554
2,55467
3,4060
4,1735
5,1033
6,715
7,488
8,378
9,315
10,242
11,184
12,146
13,124
14,112
15,109
16,91
17,77
18,77
19,83
20,86
21,72
22,85
23,64
24,55
25,70
26,42
27,30
28,23
29,14
30,11
31,9
32,8
33,9
34,8
35,7
36,4
37,5
38,3
39,4
41,1
42,5
43,4
44,4
45,3
46,4
47,5
48,4
49,6
50,2
51,5
52,3
53,1
54,3
55,2
56,2
59,3
60,2
61,3
63,1
64,2
65,1
66,1
71,1
72,2
73,1
74,3
76,3
79,1
83,1
86,1
89,1
98,2
100,1
111,2
126,1
138,1
150,1
158,1
207,1
293,1
337,1
404,1
483,1
