InputAddresses,OutputAddresses,TransactionHash,ExpectedValue 
1PB4uBwy4qCv2aDyBsJoNMPYLjjnYLheku,1LiS8e5zMQvT2rnyyNduzmGqteuvqBRqpN,292988391,40134093.8657
1PB4uBwy4qCv2aDyBsJoNMPYLjjnYLheku,3NpeT39T5VmF7e5M1gofipKkTqZnLbebRR,292988391,59841889.3225
1Cqs8FJQrZ7a6hkZ6kjJC8YXvjHy4oW4Z9,1LiS8e5zMQvT2rnyyNduzmGqteuvqBRqpN,292988391,40134093.8657
1Cqs8FJQrZ7a6hkZ6kjJC8YXvjHy4oW4Z9,3NpeT39T5VmF7e5M1gofipKkTqZnLbebRR,292988391,59841889.3225
1DpcDpakZPYiYXzyxjcNBzNyF9Y33nBq5v,1LiS8e5zMQvT2rnyyNduzmGqteuvqBRqpN,292988391,252844.791354
1DpcDpakZPYiYXzyxjcNBzNyF9Y33nBq5v,3NpeT39T5VmF7e5M1gofipKkTqZnLbebRR,292988391,377003.902732
17QBSvRbW5kBAdzCK5PTBxhwKmHhDt294u,1LiS8e5zMQvT2rnyyNduzmGqteuvqBRqpN,292988391,120008967.477
17QBSvRbW5kBAdzCK5PTBxhwKmHhDt294u,3NpeT39T5VmF7e5M1gofipKkTqZnLbebRR,292988391,178939217.452
1DKmZRPwRHvkfX89GbbHVQJwhjyh9LXW9L,1431Mr6JhCBkE6uVJ62nxoRyv7gaY1KAHT,292987030,810011.0
1DKmZRPwRHvkfX89GbbHVQJwhjyh9LXW9L,1Ki8nsqpvhL4MXVT687fGauwpaDboDMNX4,292987030,2519441.0
1EUPNYD1wLyCNGdYu6WSCYatA3goTPn6aE,1KdxZtiaS5urfUCdBL9cvtwvKDMkPisaxs,292986947,10000000.0
1EUPNYD1wLyCNGdYu6WSCYatA3goTPn6aE,1H2wX6BibM9v1BrGoYXDeYM1jvArYS5K2n,292986947,1726708.0
1FWcjwT6L6CoSm6cbDDGpykxb1HA8aF48X,12Q5tpnLaCkvaXqx3tLnsRtDA1gNbzh12w,292986801,1400000.0
1FWcjwT6L6CoSm6cbDDGpykxb1HA8aF48X,15kWiebKfjupfmKj7UYMXoGk7gndjpMFDk,292986801,79917049.0
1FWcjwT6L6CoSm6cbDDGpykxb1HA8aF48X,1Dpba9kre2LuBnVFpguHu2KtDHyBT35Uf9,292986801,25177254.0
18bU8TWHVK6v3upXfJoSb8Rci3zG9aGBuJ,1N5wPso1hGYxKVxxiD2YYrWNUanE376RaE,292987040,13409115.0
18bU8TWHVK6v3upXfJoSb8Rci3zG9aGBuJ,1DbBmFMKBihpzgAL6shYB5ekd6orAyd5xR,292987040,159000.0
1GZF7CPbEFmoA4fCif3zmQxaHyEmq8HAJc,1431Mr6JhCBkE6uVJ62nxoRyv7gaY1KAHT,292987028,2116527.0
1L315dzHjRgYE7qsx4QZNNPn9LPSsiMbH2,1431Mr6JhCBkE6uVJ62nxoRyv7gaY1KAHT,292987026,5209667.0
15bx3x77yToqFJZ2gBGdz11kDyaWAf1yxe,15FWV7RCZVrST3cLMH8cWWVV8nrMnr68nJ,292987522,14400000.0
15bx3x77yToqFJZ2gBGdz11kDyaWAf1yxe,1LiSvVZQSMAimTFhmPifMjfVY7trwXErb1,292987522,3870176079.0
1ADps1LHYu2Z4krwoo7zgQpsL3QFwQGNnP,1Kw8KZYpq44XXn4gFz5tGjG7mzigucvHvW,292989191,193404.380569
1HU2ntJSv3C1GMJwu2CLLvMa3TrSvfaZJq,1Kw8KZYpq44XXn4gFz5tGjG7mzigucvHvW,292989191,25666.6194306
1Lmb3XAn5FWijSwNXrjt8aWaEEzoZ9uVVH,14bNmA9qiFERyBLXAeMMoLP6VbvDGZRxW4,292987818,392761151.0
1Lmb3XAn5FWijSwNXrjt8aWaEEzoZ9uVVH,1Agh6BDZYw6g5pTrWUeMsJxAmZCK91YLCc,292987818,6910399.0
1M6BXZNzmfXQpuCb4PAAiBsWxhaUgwZPQb,13ThL8STfSKerZYgCmsYhxxGoALdemBKit,292987508,5098647.0
1M6BXZNzmfXQpuCb4PAAiBsWxhaUgwZPQb,13YiYYsbf1kK7q36JmaecEuTxKxk64D75r,292987508,483805692.0
1CALtPcsfEmatHJixZNtU9U7YekXU5ftRk,1AUF6grAfcWv5y63NyYyQsBFzCPFm2TUcC,292988771,7079700.0
1CALtPcsfEmatHJixZNtU9U7YekXU5ftRk,3DmcUsKoHsz3JEmAiZE3kpiPybRGuuYhmp,292988771,100000.0
1MyAwSkfdnTsV2uAsHiHMNcxqYhtWwNWSQ,326wY277duyKcxqamTSm73bZN57mLrxyoX,292987211,14400000.0
1MyAwSkfdnTsV2uAsHiHMNcxqYhtWwNWSQ,1MyAwSkfdnTsV2uAsHiHMNcxqYhtWwNWSQ,292987211,372046957.0
1DUb2YYbQA1jjaNYzVXLZ7ZioEhLXtbUru,18Gx4mpAFMyZLw2cDFQPrRr96BdmNZYUWf,292986890,500000.0
1DUb2YYbQA1jjaNYzVXLZ7ZioEhLXtbUru,1DUb2YYbQA1jjaNYzVXLZ7ZioEhLXtbUru,292986890,15801553.0
18Gx4mpAFMyZLw2cDFQPrRr96BdmNZYUWf,18Gx4mpAFMyZLw2cDFQPrRr96BdmNZYUWf,292986893,453253.0
18Gx4mpAFMyZLw2cDFQPrRr96BdmNZYUWf,1DUb2YYbQA1jjaNYzVXLZ7ZioEhLXtbUru,292986893,546.0
1D7Jeb6MU8BrCN5xX9zKU3DGkAYMnDQUQx,3B7jFfweKvKzanRD4UWqbzB2yFVsLZyT39,292987060,267584.0
1D7Jeb6MU8BrCN5xX9zKU3DGkAYMnDQUQx,1D9xYM9XrwiWD7aGDijroedshcJqFxyPYG,292987060,189170.0
19H23ZaDj9vzyb6QRJihnGvNFuCafNPhoU,3QjtmdqQay7Qa6qY8pUG4okqYubTiRM3o1,292987393,500000.0
19H23ZaDj9vzyb6QRJihnGvNFuCafNPhoU,1PdkRzmFRuWaaajxKUenKSsNSzUHBYDJYt,292987393,100076.0
1P3NCrvGfeHf4xUwTxG6JJ3NP9mTtCfVaP,1JkTp1GLhkT75ykhipKXL94WSimLwqXFug,292988555,1117927.0
1P3NCrvGfeHf4xUwTxG6JJ3NP9mTtCfVaP,3HikJ3aKtatmz5CAhRzTkSrynRb6LVfz5U,292988555,900000.0
1MyAwSkfdnTsV2uAsHiHMNcxqYhtWwNWSQ,1D4S7HAu6pDu9v2pQVi9tZZMXAy7ezyUak,292987527,1260000.0
1MyAwSkfdnTsV2uAsHiHMNcxqYhtWwNWSQ,1MyAwSkfdnTsV2uAsHiHMNcxqYhtWwNWSQ,292987527,889566611.0
1MyAwSkfdnTsV2uAsHiHMNcxqYhtWwNWSQ,1ACvARLJWu9peB3RuG4X1tGcBgwRmNWGZ3,292987318,26870000.0
1MyAwSkfdnTsV2uAsHiHMNcxqYhtWwNWSQ,1MyAwSkfdnTsV2uAsHiHMNcxqYhtWwNWSQ,292987318,128540788.0
1MzYQkotPgkzExeQaKfFXdJ3nUecNjXeR8,1FCENkgiSvs8rFsszvRxPd149smjFdxy8f,292987182,1800000.0
1MzYQkotPgkzExeQaKfFXdJ3nUecNjXeR8,1AxG679Mop5cFsJsCp8erYiYeexVRg6zSh,292987182,139707992.0
1B3WRLiX7JZf2DjDhmK9vM88HMHyy133m9,1Ab4Uep1oARBrQ99LzLm9sYwxCChecsTRv,292986621,17833831.0
1B3WRLiX7JZf2DjDhmK9vM88HMHyy133m9,15p5mUiskUhHSHLVEkuRhEnsNMoN7cTW9L,292986621,49737091.0
1MS4AFxEDfen2nPREgT6vdbXLXbgq69BQS,1FifJHjBqcRn9Pu6SPSC1p9v3AqhEBtrqc,292986824,200000000.0
1MS4AFxEDfen2nPREgT6vdbXLXbgq69BQS,14fMRnEWZDfmi7Lu3mjtE5sQrZp4eERMuV,292986824,645308421.0
15p5mUiskUhHSHLVEkuRhEnsNMoN7cTW9L,14b8zCNkiU2Qe3agzr1efNbj9HLJEzgZeK,292987006,17833831.0
15p5mUiskUhHSHLVEkuRhEnsNMoN7cTW9L,1Ffu5bUm3f5myig9FsEe4EXeXsw3o67CaH,292987006,31863436.0
1UnX2Gsv25ov2xPtdvnVmuoWLabkVV2pq,16XE4DEEtoeG9vHQCGJPht62QYBB79SNBY,292989260,179961.0
1UnX2Gsv25ov2xPtdvnVmuoWLabkVV2pq,18cM7qotKfCcKMsdEocXwL9B5PDyUcCuSu,292989260,293900.0
1GbP4RVHap2uaybST1Rgahax1of1x1Y55L,1Jj7Gv15DMMPvd1VcSoGbMoCnbnNyAeNaS,292988094,2381865.0
1GbP4RVHap2uaybST1Rgahax1of1x1Y55L,19ZqyFWLj21cVNVRX3u4dB3r1HkP9Eap1R,292988094,1186465.0
1MbQuk8RPAekriRQHepoJdE8b52ZzGXmgx,18C1CPGNpzrPK62aEUZBRLUiEXQm35HFoj,292989344,3660000.0
1MbQuk8RPAekriRQHepoJdE8b52ZzGXmgx,1F4jyHmTzyDGj88Q79PngK9UfGeed9Yx9h,292989344,1900176.0
base,1D8EMesU1o3NiFHyorrcekB1nAcve3fiLr,292988220,148110000
base,1Lt68AmyzEC36ffjKD1gavjx6npkrWuj9L,292988220,100000
base,16QjjUauKqeeK6FmAEwFHXSXPbBmvEBY8,292987536,31000000
base,1Mo4cp3kTDmHqWDE9utifPqmbFkKtfsZtA,292987536,50000000
base,1LBfAxvgJafY8rzWWo5QvrdpoQ73GrZoya,292986741,15272861
base,1JdKzbjvWXDxSXkPhLnX8xcDRTgcecTXm,292986741,2064000
base,1K2qjFYvX3Z9dEZYaKBUd37JsHJcsNs52m,292986319,1008000
base,1DPM8d6H6KQSTYkD7mz9nkUfj3sMv2aEDm,292986319,141840000
base,1LBfAxvgJafY8rzWWo5QvrdpoQ73GrZoya,292987303,6587076
base,1KffyXMGGkxwSwKbV3GXWY1m3e47Pigzro,292987303,478906
175Nc7Pkfw77JJrmWDaUCxfJzgQ6hzFaA6,19EU64VkrawjEFm3y7x61Z3zCMtsvWCdum,292988950,53441546.0
175Nc7Pkfw77JJrmWDaUCxfJzgQ6hzFaA6,1LaDfk2vSxKZcbw5vRqjJqqPfECAm5PE7p,292988950,57478932.0
3LGrY23cV9AfZAK7dmhh2rVFz6S97SjWd6,3QaPYSe8Mbf7LK2MranfAWBWpL7Es5iEga,292988163,204521.0
3LGrY23cV9AfZAK7dmhh2rVFz6S97SjWd6,1K4Gs2ztP2bbEZNBUhzCELGSPVAvsvTE9b,292988163,500000.0
1MzYQkotPgkzExeQaKfFXdJ3nUecNjXeR8,19xiuu5ZCp2wfaHcqjvaDcCepP18GEpyzx,292987202,1000000.0
1MzYQkotPgkzExeQaKfFXdJ3nUecNjXeR8,1AxG679Mop5cFsJsCp8erYiYeexVRg6zSh,292987202,91668878.0
1MzYQkotPgkzExeQaKfFXdJ3nUecNjXeR8,1AxG679Mop5cFsJsCp8erYiYeexVRg6zSh,292988827,186160655.0
1MzYQkotPgkzExeQaKfFXdJ3nUecNjXeR8,1AnXXHdWXmyvuWPqHnJpAY8R7ZNbEWAv8M,292988827,507000.0
1DTHoyS1BMjQALvncyZnDWYGf8xB3TitXG,1HDp97gLLb3mmnuoZePkQ1TMKX5mTrc2LQ,292988778,28504.536794
1DTHoyS1BMjQALvncyZnDWYGf8xB3TitXG,1LepKKhJnDAGe5ZvbW4Av7mXQ7aKk6PnUq,292988778,233703.809567
1DTHoyS1BMjQALvncyZnDWYGf8xB3TitXG,33NBavSfgRZRbGUdQVY1drsDSdUXVej1Ug,292988778,37499.7560559
1DTHoyS1BMjQALvncyZnDWYGf8xB3TitXG,171Eijhw6sggU2Fps1YrD3afPG9unNeoCv,292988778,5208.29945221
1DTHoyS1BMjQALvncyZnDWYGf8xB3TitXG,1Po6jRSg8PseHPEfqcFuqoRz5vGxRyRaks,292988778,5590.93585197
1DTHoyS1BMjQALvncyZnDWYGf8xB3TitXG,3EejmXCfyw6MANc5A4BhoGULFXmpgZUa7n,292988778,3138.31291793
17mbGy9tffPAJyr4X1DBHYBPQ17AqoyDFm,1HDp97gLLb3mmnuoZePkQ1TMKX5mTrc2LQ,292988778,30751.666644
17mbGy9tffPAJyr4X1DBHYBPQ17AqoyDFm,1LepKKhJnDAGe5ZvbW4Av7mXQ7aKk6PnUq,292988778,252127.641897
17mbGy9tffPAJyr4X1DBHYBPQ17AqoyDFm,33NBavSfgRZRbGUdQVY1drsDSdUXVej1Ug,292988778,40456.0160299
17mbGy9tffPAJyr4X1DBHYBPQ17AqoyDFm,171Eijhw6sggU2Fps1YrD3afPG9unNeoCv,292988778,5618.89111526
17mbGy9tffPAJyr4X1DBHYBPQ17AqoyDFm,1Po6jRSg8PseHPEfqcFuqoRz5vGxRyRaks,292988778,6031.69231586
17mbGy9tffPAJyr4X1DBHYBPQ17AqoyDFm,3EejmXCfyw6MANc5A4BhoGULFXmpgZUa7n,292988778,3385.71903041
1CHzfG2BoBVdQsUXCGRpAMexmwvZxKCLzY,1HDp97gLLb3mmnuoZePkQ1TMKX5mTrc2LQ,292988778,33339.8110417
1CHzfG2BoBVdQsUXCGRpAMexmwvZxKCLzY,1LepKKhJnDAGe5ZvbW4Av7mXQ7aKk6PnUq,292988778,273347.394031
1CHzfG2BoBVdQsUXCGRpAMexmwvZxKCLzY,33NBavSfgRZRbGUdQVY1drsDSdUXVej1Ug,292988778,43860.9050219
1CHzfG2BoBVdQsUXCGRpAMexmwvZxKCLzY,171Eijhw6sggU2Fps1YrD3afPG9unNeoCv,292988778,6091.79236415
1CHzfG2BoBVdQsUXCGRpAMexmwvZxKCLzY,1Po6jRSg8PseHPEfqcFuqoRz5vGxRyRaks,292988778,6539.33604317
1CHzfG2BoBVdQsUXCGRpAMexmwvZxKCLzY,3EejmXCfyw6MANc5A4BhoGULFXmpgZUa7n,292988778,3670.67040694
1PoixRsaETn5MA7bR9fnnEiHwvhfCRxbRN,1HDp97gLLb3mmnuoZePkQ1TMKX5mTrc2LQ,292988778,34336.0192918
1PoixRsaETn5MA7bR9fnnEiHwvhfCRxbRN,1LepKKhJnDAGe5ZvbW4Av7mXQ7aKk6PnUq,292988778,281515.134656
1PoixRsaETn5MA7bR9fnnEiHwvhfCRxbRN,33NBavSfgRZRbGUdQVY1drsDSdUXVej1Ug,292988778,45171.4881978
1PoixRsaETn5MA7bR9fnnEiHwvhfCRxbRN,171Eijhw6sggU2Fps1YrD3afPG9unNeoCv,292988778,6273.81780525
1PoixRsaETn5MA7bR9fnnEiHwvhfCRxbRN,1Po6jRSg8PseHPEfqcFuqoRz5vGxRyRaks,292988778,6734.73428668
1PoixRsaETn5MA7bR9fnnEiHwvhfCRxbRN,3EejmXCfyw6MANc5A4BhoGULFXmpgZUa7n,292988778,3780.35165673
1FiwFoYQz93zjMmwDpQcvuSLgn6exw294x,1HDp97gLLb3mmnuoZePkQ1TMKX5mTrc2LQ,292988778,33950.9626038
1FiwFoYQz93zjMmwDpQcvuSLgn6exw294x,1LepKKhJnDAGe5ZvbW4Av7mXQ7aKk6PnUq,292988778,278358.120895
1FiwFoYQz93zjMmwDpQcvuSLgn6exw294x,33NBavSfgRZRbGUdQVY1drsDSdUXVej1Ug,292988778,44664.9185954
1FiwFoYQz93zjMmwDpQcvuSLgn6exw294x,171Eijhw6sggU2Fps1YrD3afPG9unNeoCv,292988778,6203.46091603
1FiwFoYQz93zjMmwDpQcvuSLgn6exw294x,1Po6jRSg8PseHPEfqcFuqoRz5vGxRyRaks,292988778,6659.20851133
1FiwFoYQz93zjMmwDpQcvuSLgn6exw294x,3EejmXCfyw6MANc5A4BhoGULFXmpgZUa7n,292988778,3737.95740957
1PfKuMcy5JtV6osUQbPyaJxT179itLFuxN,1HDp97gLLb3mmnuoZePkQ1TMKX5mTrc2LQ,292988778,30875.2342683
1PfKuMcy5JtV6osUQbPyaJxT179itLFuxN,1LepKKhJnDAGe5ZvbW4Av7mXQ7aKk6PnUq,292988778,253140.751661
1PfKuMcy5JtV6osUQbPyaJxT179itLFuxN,33NBavSfgRZRbGUdQVY1drsDSdUXVej1Ug,292988778,40618.5780741
1PfKuMcy5JtV6osUQbPyaJxT179itLFuxN,171Eijhw6sggU2Fps1YrD3afPG9unNeoCv,292988778,5641.46917695
1PfKuMcy5JtV6osUQbPyaJxT179itLFuxN,1Po6jRSg8PseHPEfqcFuqoRz5vGxRyRaks,292988778,6055.92911249
1PfKuMcy5JtV6osUQbPyaJxT179itLFuxN,3EejmXCfyw6MANc5A4BhoGULFXmpgZUa7n,292988778,3399.32366727
123XatrBN3rVyW7KyjWf4miGS36RQMuQn6,1HDp97gLLb3mmnuoZePkQ1TMKX5mTrc2LQ,292988778,32836.446823
123XatrBN3rVyW7KyjWf4miGS36RQMuQn6,1LepKKhJnDAGe5ZvbW4Av7mXQ7aKk6PnUq,292988778,269220.397112
123XatrBN3rVyW7KyjWf4miGS36RQMuQn6,33NBavSfgRZRbGUdQVY1drsDSdUXVej1Ug,292988778,43198.6934046
123XatrBN3rVyW7KyjWf4miGS36RQMuQn6,171Eijhw6sggU2Fps1YrD3afPG9unNeoCv,292988778,5999.81852842
123XatrBN3rVyW7KyjWf4miGS36RQMuQn6,1Po6jRSg8PseHPEfqcFuqoRz5vGxRyRaks,292988778,6440.60519631
123XatrBN3rVyW7KyjWf4miGS36RQMuQn6,3EejmXCfyw6MANc5A4BhoGULFXmpgZUa7n,292988778,3615.25065249
1NcPaco4weMGH1VS8fGbt49Nrqkq94FjV1,1HDp97gLLb3mmnuoZePkQ1TMKX5mTrc2LQ,292988778,28570.0650797
1NcPaco4weMGH1VS8fGbt49Nrqkq94FjV1,1LepKKhJnDAGe5ZvbW4Av7mXQ7aKk6PnUq,292988778,234241.064745
1NcPaco4weMGH1VS8fGbt49Nrqkq94FjV1,33NBavSfgRZRbGUdQVY1drsDSdUXVej1Ug,292988778,37585.9632006
1NcPaco4weMGH1VS8fGbt49Nrqkq94FjV1,171Eijhw6sggU2Fps1YrD3afPG9unNeoCv,292988778,5220.27266675
1NcPaco4weMGH1VS8fGbt49Nrqkq94FjV1,1Po6jRSg8PseHPEfqcFuqoRz5vGxRyRaks,292988778,5603.78869866
1NcPaco4weMGH1VS8fGbt49Nrqkq94FjV1,3EejmXCfyw6MANc5A4BhoGULFXmpgZUa7n,292988778,3145.52749808
19tLBu7FAHZpPFWCkxM1xXzzZz7wVtP7Us,1HDp97gLLb3mmnuoZePkQ1TMKX5mTrc2LQ,292988778,28651.4628005
19tLBu7FAHZpPFWCkxM1xXzzZz7wVtP7Us,1LepKKhJnDAGe5ZvbW4Av7mXQ7aKk6PnUq,292988778,234908.430701
19tLBu7FAHZpPFWCkxM1xXzzZz7wVtP7Us,33NBavSfgRZRbGUdQVY1drsDSdUXVej1Ug,292988778,37693.0477218
19tLBu7FAHZpPFWCkxM1xXzzZz7wVtP7Us,171Eijhw6sggU2Fps1YrD3afPG9unNeoCv,292988778,5235.14551691
19tLBu7FAHZpPFWCkxM1xXzzZz7wVtP7Us,1Po6jRSg8PseHPEfqcFuqoRz5vGxRyRaks,292988778,5619.75420755
19tLBu7FAHZpPFWCkxM1xXzzZz7wVtP7Us,3EejmXCfyw6MANc5A4BhoGULFXmpgZUa7n,292988778,3154.48928267
1J9iJPonY9CCFpb3LACMZrTZH2J6bKEiLc,1HDp97gLLb3mmnuoZePkQ1TMKX5mTrc2LQ,292988778,1303263.63306
1J9iJPonY9CCFpb3LACMZrTZH2J6bKEiLc,1LepKKhJnDAGe5ZvbW4Av7mXQ7aKk6PnUq,292988778,10685235.0599
1J9iJPonY9CCFpb3LACMZrTZH2J6bKEiLc,33NBavSfgRZRbGUdQVY1drsDSdUXVej1Ug,292988778,1714536.48483
1J9iJPonY9CCFpb3LACMZrTZH2J6bKEiLc,171Eijhw6sggU2Fps1YrD3afPG9unNeoCv,292988778,238130.067337
1J9iJPonY9CCFpb3LACMZrTZH2J6bKEiLc,1Po6jRSg8PseHPEfqcFuqoRz5vGxRyRaks,292988778,255624.689618
1J9iJPonY9CCFpb3LACMZrTZH2J6bKEiLc,3EejmXCfyw6MANc5A4BhoGULFXmpgZUa7n,292988778,143487.653375
18XAmsXhRMeejJRqNSLZkdrT17GdmShYiZ,1HDp97gLLb3mmnuoZePkQ1TMKX5mTrc2LQ,292988778,28406.0214802
18XAmsXhRMeejJRqNSLZkdrT17GdmShYiZ,1LepKKhJnDAGe5ZvbW4Av7mXQ7aKk6PnUq,292988778,232896.099401
18XAmsXhRMeejJRqNSLZkdrT17GdmShYiZ,33NBavSfgRZRbGUdQVY1drsDSdUXVej1Ug,292988778,37370.1521174
18XAmsXhRMeejJRqNSLZkdrT17GdmShYiZ,171Eijhw6sggU2Fps1YrD3afPG9unNeoCv,292988778,5190.29890519
18XAmsXhRMeejJRqNSLZkdrT17GdmShYiZ,1Po6jRSg8PseHPEfqcFuqoRz5vGxRyRaks,292988778,5571.61286476
18XAmsXhRMeejJRqNSLZkdrT17GdmShYiZ,3EejmXCfyw6MANc5A4BhoGULFXmpgZUa7n,292988778,3127.46650831
1GGYe5sE3Viz7VXec9KXfVFhbzywsfjE4Z,1HDp97gLLb3mmnuoZePkQ1TMKX5mTrc2LQ,292988778,28386.1401092
1GGYe5sE3Viz7VXec9KXfVFhbzywsfjE4Z,1LepKKhJnDAGe5ZvbW4Av7mXQ7aKk6PnUq,292988778,232733.095449
1GGYe5sE3Viz7VXec9KXfVFhbzywsfjE4Z,33NBavSfgRZRbGUdQVY1drsDSdUXVej1Ug,292988778,37343.9967524
1GGYe5sE3Viz7VXec9KXfVFhbzywsfjE4Z,171Eijhw6sggU2Fps1YrD3afPG9unNeoCv,292988778,5186.66621561
1GGYe5sE3Viz7VXec9KXfVFhbzywsfjE4Z,1Po6jRSg8PseHPEfqcFuqoRz5vGxRyRaks,292988778,5567.71329359
1GGYe5sE3Viz7VXec9KXfVFhbzywsfjE4Z,3EejmXCfyw6MANc5A4BhoGULFXmpgZUa7n,292988778,3125.27759488
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,292987036,87236660.556
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,1BvYzDXrKPWTngUsdE8wF2ycM7wxv6tx8A,292987036,2017048.77847
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,14QTPWFmigPPExjfkciqjJ415iPJHssDd8,292987036,961757.252923
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,1PnGkavip2Y11qBy18deaMSBvBiA4RJ1Pu,292987036,14185011.0743
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,1HNe3vMCgAHLeeHqDK56iGFZdqjAEeYhgB,292987036,20490256.5983
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,1BLGg4sGHeWSnaGGdSPdyq7MMYn95KKxXW,292987036,401022.588257
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,3DLRBj8bqGMgB6vcKgWeQLqSV4eDUMvDGw,292987036,87236660.556
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,1LwDTdV2Ljbu4e87nSrdat2d32La2B2MvY,292987036,490542.346325
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,1CZtDP6cWzXvHVqWUrNKPmfyhLzhK1EpJq,292987036,474887.697845
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,12uX7e9LzZPoD9WiNr9TioNHfTrTh6U6Eq,292987036,36012431.9735
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,1PCwgidrBwVikqYsy6bBiG9ifsL7MHEZae,292987036,2800858267.39
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,378p3u4RN1HTEWFkiTK27zuBWbx6eLSX6p,292987036,87236660.556
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,18CEgQZZSRkag8ViK5BVRRcthYjE93HUrf,292987036,2084155.7955
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,1GRbnmgRjSsZxMA8vEmnJvD1rEkMwLcYq6,292987036,1024983.89893
378p3u4RN1HTEWFkiTK27zuBWbx6eLSX6p,3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,292987036,1857625.44403
378p3u4RN1HTEWFkiTK27zuBWbx6eLSX6p,1BvYzDXrKPWTngUsdE8wF2ycM7wxv6tx8A,292987036,42951.2215262
378p3u4RN1HTEWFkiTK27zuBWbx6eLSX6p,14QTPWFmigPPExjfkciqjJ415iPJHssDd8,292987036,20479.7470768
378p3u4RN1HTEWFkiTK27zuBWbx6eLSX6p,1PnGkavip2Y11qBy18deaMSBvBiA4RJ1Pu,292987036,302056.925696
378p3u4RN1HTEWFkiTK27zuBWbx6eLSX6p,1HNe3vMCgAHLeeHqDK56iGFZdqjAEeYhgB,292987036,436321.401681
378p3u4RN1HTEWFkiTK27zuBWbx6eLSX6p,1BLGg4sGHeWSnaGGdSPdyq7MMYn95KKxXW,292987036,8539.41174306
378p3u4RN1HTEWFkiTK27zuBWbx6eLSX6p,3DLRBj8bqGMgB6vcKgWeQLqSV4eDUMvDGw,292987036,1857625.44403
378p3u4RN1HTEWFkiTK27zuBWbx6eLSX6p,1LwDTdV2Ljbu4e87nSrdat2d32La2B2MvY,292987036,10445.6536747
378p3u4RN1HTEWFkiTK27zuBWbx6eLSX6p,1CZtDP6cWzXvHVqWUrNKPmfyhLzhK1EpJq,292987036,10112.3021554
378p3u4RN1HTEWFkiTK27zuBWbx6eLSX6p,12uX7e9LzZPoD9WiNr9TioNHfTrTh6U6Eq,292987036,766852.026533
378p3u4RN1HTEWFkiTK27zuBWbx6eLSX6p,1PCwgidrBwVikqYsy6bBiG9ifsL7MHEZae,292987036,59641732.6096
378p3u4RN1HTEWFkiTK27zuBWbx6eLSX6p,378p3u4RN1HTEWFkiTK27zuBWbx6eLSX6p,292987036,1857625.44403
378p3u4RN1HTEWFkiTK27zuBWbx6eLSX6p,18CEgQZZSRkag8ViK5BVRRcthYjE93HUrf,292987036,44380.2044964
378p3u4RN1HTEWFkiTK27zuBWbx6eLSX6p,1GRbnmgRjSsZxMA8vEmnJvD1rEkMwLcYq6,292987036,21826.1010708
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,3BMEXtNFbZGgJavcxzGNXVuAFs2DQ2GpP1,292988076,2571980.0
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,1Hg1ZR2gNC2Rf5PAxxZJmCY6h37mGB3zhQ,292988076,17026915.0
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,1KHD1fyP2WwrC8wS1gwWvnfVpKV4ELNvhB,292988076,5539613.0
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,1FEhZYLU4YYjpgbJMgv6sUy5hBrj7dyDvh,292988076,5918831.0
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,1DCkd4phwQZmBTG1deicMzaMaUNs4P3TDP,292988076,657905.0
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,18XNRZXNHJgatuaSNEBT6QWJRW19psXrXf,292988076,13570817.0
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,3DLRBj8bqGMgB6vcKgWeQLqSV4eDUMvDGw,292988076,90905066.0
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,1W85D9W1dcgXnfGDa51JsvYCN4hafTYMs,292988076,2045626.0
3JjPf13Rd8g6WAyvg8yiPnrsdjJt1NP4FC,378p3u4RN1HTEWFkiTK27zuBWbx6eLSX6p,292988076,90905065.0
