InputAddresses,OutputAddresses,TransactionHash,ExpectedValue 
1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,3Qnek6QEzjLeU3LJoLzmyWaccBBvV7j8RP,292987822,648153.071296
1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,19mz3Rugkg8NRKYMoZAjBZnjtpULE4GxH,292987822,6216.22453352
1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,1EjKe6sEDwBD55nBDyDpBZCjW5UPMcVK2J,292987822,13433.2242756
1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,15dzG85jkoY7EgoCL9EjX8wMvp8wybCqk5,292987822,10157.1967054
1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,1KNRWzFWRfAGd1jFQ6z3HbaJxT52dLv3xr,292987822,79599.4436045
1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,3JDTcTbazeSFQ4HL2Dbo8KHcEkqZa66gVQ,292987822,3206.10204067
1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,1AgyWfKVTj6car9dT86SgQfgPwERsBN3SR,292987822,542853.384506
1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,1BnRxHH4pYaaK94ELuHBzkwJjq97hQmsdj,292987822,116980.994733
1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,1JSixjQX722vzq1X2iADEr5c6XUzshYxye,292987822,11198.2883783
1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,1L2c59gACV2xFtXzJwajy3pSKVu2CtvcCR,292987822,411607.150766
1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,1M2uXYoYanxfq85LmVmqiPr3L4k1NWMzoF,292987822,7276.32981593
1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,37CDLBiyQudxzroDsYKLeWyKzfnhJLYQhm,292987822,10914.8977206
1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,12Ez5r2j7WvVBJSynbuVFU7JjrXTyKaTUN,292987822,90098.0065245
1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,1N52wHoVR79PMDishab2XmRHsbekCdGquK,292987822,24040530.4671
1QJGC1mri3YHBSfh7xZrVtJxJTDVhLeock,1Nzmwtj8sVsRyjbHwH2hPybcWpApUmNB86,292987822,139369.701859
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,1EcwKTHzjedLnhKrrbtSsK7Bp79mjjshLq,292987822,198.438473173
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,15bBcJ5gpyCKz1NJnaSXiQ9nX2fUR4KPHw,292987822,298.574495506
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,1FvahB6xryAGKkawosb8jDNGQDcXv5wKMF,292987822,677.422314372
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,1KAjuyhtk4DVCCzb6WMe6UpcbJ9STwzNaH,292987822,9921.92365866
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,3EuYrqieYU7fBtiM69uYjdkeacDvXZuTk9,292987822,134719.879437
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,1PT49SMdrXLZNEdb5cspjoHBeXtvzzoa3o,292987822,3373.45404394
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,1AVZ3rxTJN8HZaKFAPwiPTGDW2akGJEttE,292987822,1629.54638061
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,36Ygv65Lfr9wuuhKiD2iKdH5Y6cWg1LySM,292987822,719.340060568
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,12w7XvKZbos1dE138yHhJCpue6CkhVsoYL,292987822,19824.00347
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,19GS5twQHVS2KfubrrRTbCbBTw8Ci3ukcK,292987822,64.3321654949
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,1PcMyqumHm4UqVc41vVKD86TGpB2zHCqP3,292987822,166743.452008
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,1GJC9L6xqi6w4v2Ey1tTsLP16T4SCBW2Ut,292987822,359.429026758
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,1FxXDGj6vGyv8BRZS9NUC2jqNFjfY1hn1Q,292987822,178.596014925
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,38HgXZxUZhnziUgieYr9yS25DNYY5Qvpbf,292987822,5942.40756124
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,1PEnksVDHCD4DtG3bnSNndB1g9huPNVXtD,292987822,3748.10588129
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,13Km5sZmKWtaHPgYKVdn5UhVv4FJs6779c,292987822,32928.607187
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,3BMEXzhNP38yKYyTTwbmnx3jbHgwpaKzx4,292987822,284.525051605
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,139uaYbNT3XWbQFSQ8c162Gx58o93zZMRK,292987822,1190.63083904
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,3Qnek6QEzjLeU3LJoLzmyWaccBBvV7j8RP,292987822,22979.1751934
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,19mz3Rugkg8NRKYMoZAjBZnjtpULE4GxH,292987822,220.385768306
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,1EjKe6sEDwBD55nBDyDpBZCjW5UPMcVK2J,292987822,476.252335616
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,15dzG85jkoY7EgoCL9EjX8wMvp8wybCqk5,292987822,360.106297267
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,1KNRWzFWRfAGd1jFQ6z3HbaJxT52dLv3xr,292987822,2822.06417109
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,3JDTcTbazeSFQ4HL2Dbo8KHcEkqZa66gVQ,292987822,113.666946503
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,1AgyWfKVTj6car9dT86SgQfgPwERsBN3SR,292987822,19245.9521976
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,1BnRxHH4pYaaK94ELuHBzkwJjq97hQmsdj,292987822,4147.36408932
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,1JSixjQX722vzq1X2iADEr5c6XUzshYxye,292987822,397.016448593
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,1L2c59gACV2xFtXzJwajy3pSKVu2CtvcCR,292987822,14592.8380921
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,1M2uXYoYanxfq85LmVmqiPr3L4k1NWMzoF,292987822,257.970015125
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,37CDLBiyQudxzroDsYKLeWyKzfnhJLYQhm,292987822,386.969310258
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,12Ez5r2j7WvVBJSynbuVFU7JjrXTyKaTUN,292987822,3194.2730324
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,1N52wHoVR79PMDishab2XmRHsbekCdGquK,292987822,852316.506411
18h8AwgxCPVeea8rQEVZZ51UrmLtjkV516,1Nzmwtj8sVsRyjbHwH2hPybcWpApUmNB86,292987822,4941.11798201
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,1EcwKTHzjedLnhKrrbtSsK7Bp79mjjshLq,292987822,123.51583117
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,15bBcJ5gpyCKz1NJnaSXiQ9nX2fUR4KPHw,292987822,185.844389895
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,1FvahB6xryAGKkawosb8jDNGQDcXv5wKMF,292987822,421.654021395
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,1KAjuyhtk4DVCCzb6WMe6UpcbJ9STwzNaH,292987822,6175.79155851
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,3EuYrqieYU7fBtiM69uYjdkeacDvXZuTk9,292987822,83854.8977815
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,1PT49SMdrXLZNEdb5cspjoHBeXtvzzoa3o,292987822,2099.76912989
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,1AVZ3rxTJN8HZaKFAPwiPTGDW2akGJEttE,292987822,1014.29310765
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,36Ygv65Lfr9wuuhKiD2iKdH5Y6cWg1LySM,292987822,447.74525854
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,12w7XvKZbos1dE138yHhJCpue6CkhVsoYL,292987822,12339.2315339
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,19GS5twQHVS2KfubrrRTbCbBTw8Ci3ukcK,292987822,40.0428443387
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,1PcMyqumHm4UqVc41vVKD86TGpB2zHCqP3,292987822,103787.616069
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,1GJC9L6xqi6w4v2Ey1tTsLP16T4SCBW2Ut,292987822,223.722619293
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,1FxXDGj6vGyv8BRZS9NUC2jqNFjfY1hn1Q,292987822,111.165112664
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,38HgXZxUZhnziUgieYr9yS25DNYY5Qvpbf,292987822,3698.78581175
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,1PEnksVDHCD4DtG3bnSNndB1g9huPNVXtD,292987822,2332.96701914
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,13Km5sZmKWtaHPgYKVdn5UhVv4FJs6779c,292987822,20496.0470666
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,3BMEXzhNP38yKYyTTwbmnx3jbHgwpaKzx4,292987822,177.099469049
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,139uaYbNT3XWbQFSQ8c162Gx58o93zZMRK,292987822,741.094987021
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,3Qnek6QEzjLeU3LJoLzmyWaccBBvV7j8RP,292987822,14303.1332495
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,19mz3Rugkg8NRKYMoZAjBZnjtpULE4GxH,292987822,137.176682098
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,1EjKe6sEDwBD55nBDyDpBZCjW5UPMcVK2J,292987822,296.437994809
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,15dzG85jkoY7EgoCL9EjX8wMvp8wybCqk5,292987822,224.144178825
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,1KNRWzFWRfAGd1jFQ6z3HbaJxT52dLv3xr,292987822,1756.56260671
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,3JDTcTbazeSFQ4HL2Dbo8KHcEkqZa66gVQ,292987822,70.7507327051
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,1AgyWfKVTj6car9dT86SgQfgPwERsBN3SR,292987822,11979.4299177
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,1BnRxHH4pYaaK94ELuHBzkwJjq97hQmsdj,292987822,2581.48087146
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,1JSixjQX722vzq1X2iADEr5c6XUzshYxye,292987822,247.11849397
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,1L2c59gACV2xFtXzJwajy3pSKVu2CtvcCR,292987822,9083.15054665
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,1M2uXYoYanxfq85LmVmqiPr3L4k1NWMzoF,292987822,160.570580521
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,37CDLBiyQudxzroDsYKLeWyKzfnhJLYQhm,292987822,240.864763922
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,12Ez5r2j7WvVBJSynbuVFU7JjrXTyKaTUN,292987822,1988.23989256
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,1N52wHoVR79PMDishab2XmRHsbekCdGquK,292987822,530514.975378
1HDquH9K1Zjr8u2rZ8mEVUm7t3Hd7o1fZ8,1Nzmwtj8sVsRyjbHwH2hPybcWpApUmNB86,292987822,3075.54419614
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,1EcwKTHzjedLnhKrrbtSsK7Bp79mjjshLq,292987822,30295.9501028
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,15bBcJ5gpyCKz1NJnaSXiQ9nX2fUR4KPHw,292987822,45583.8924436
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,1FvahB6xryAGKkawosb8jDNGQDcXv5wKMF,292987822,103423.254103
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,1KAjuyhtk4DVCCzb6WMe6UpcbJ9STwzNaH,292987822,1514797.50514
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,3EuYrqieYU7fBtiM69uYjdkeacDvXZuTk9,292987822,20567920.5248
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,1PT49SMdrXLZNEdb5cspjoHBeXtvzzoa3o,292987822,515031.151747
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,1AVZ3rxTJN8HZaKFAPwiPTGDW2akGJEttE,292987822,248785.706964
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,36Ygv65Lfr9wuuhKiD2iKdH5Y6cWg1LySM,292987822,109822.91001
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,12w7XvKZbos1dE138yHhJCpue6CkhVsoYL,292987822,3026565.41527
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,19GS5twQHVS2KfubrrRTbCbBTw8Ci3ukcK,292987822,9821.70465572
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,1PcMyqumHm4UqVc41vVKD86TGpB2zHCqP3,292987822,25457015.5737
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,1GJC9L6xqi6w4v2Ey1tTsLP16T4SCBW2Ut,292987822,54874.6605738
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,1FxXDGj6vGyv8BRZS9NUC2jqNFjfY1hn1Q,292987822,27266.5671641
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,38HgXZxUZhnziUgieYr9yS25DNYY5Qvpbf,292987822,907237.795609
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,1PEnksVDHCD4DtG3bnSNndB1g9huPNVXtD,292987822,572229.905541
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,13Km5sZmKWtaHPgYKVdn5UhVv4FJs6779c,292987822,5027268.27283
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,3BMEXzhNP38yKYyTTwbmnx3jbHgwpaKzx4,292987822,43438.9391764
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,139uaYbNT3XWbQFSQ8c162Gx58o93zZMRK,292987822,181775.700617
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,3Qnek6QEzjLeU3LJoLzmyWaccBBvV7j8RP,292987822,3508271.0219
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,19mz3Rugkg8NRKYMoZAjBZnjtpULE4GxH,292987822,33646.6821841
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,1EjKe6sEDwBD55nBDyDpBZCjW5UPMcVK2J,292987822,72710.2802466
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,15dzG85jkoY7EgoCL9EjX8wMvp8wybCqk5,292987822,54978.0606515
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,1KNRWzFWRfAGd1jFQ6z3HbaJxT52dLv3xr,292987822,430849.49177
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,3JDTcTbazeSFQ4HL2Dbo8KHcEkqZa66gVQ,292987822,17353.7322905
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,1AgyWfKVTj6car9dT86SgQfgPwERsBN3SR,292987822,2938313.31262
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,1BnRxHH4pYaaK94ELuHBzkwJjq97hQmsdj,292987822,633185.357148
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,1JSixjQX722vzq1X2iADEr5c6XUzshYxye,292987822,60613.1982585
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,1L2c59gACV2xFtXzJwajy3pSKVu2CtvcCR,292987822,2227914.21254
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,1M2uXYoYanxfq85LmVmqiPr3L4k1NWMzoF,292987822,39384.7351336
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,37CDLBiyQudxzroDsYKLeWyKzfnhJLYQhm,292987822,59079.2840088
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,12Ez5r2j7WvVBJSynbuVFU7JjrXTyKaTUN,292987822,487675.272122
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,1N52wHoVR79PMDishab2XmRHsbekCdGquK,292987822,130124657.467
1N2wZENsnWL6EkuTGyAi34g5bk3iRbMfnd,1Nzmwtj8sVsRyjbHwH2hPybcWpApUmNB86,292987822,754369.157559
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,1EcwKTHzjedLnhKrrbtSsK7Bp79mjjshLq,292987822,234.793613296
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,15bBcJ5gpyCKz1NJnaSXiQ9nX2fUR4KPHw,292987822,353.275166438
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,1FvahB6xryAGKkawosb8jDNGQDcXv5wKMF,292987822,801.530219295
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,1KAjuyhtk4DVCCzb6WMe6UpcbJ9STwzNaH,292987822,11739.6806648
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,3EuYrqieYU7fBtiM69uYjdkeacDvXZuTk9,292987822,159401.384067
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,1PT49SMdrXLZNEdb5cspjoHBeXtvzzoa3o,292987822,3991.49142604
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,1AVZ3rxTJN8HZaKFAPwiPTGDW2akGJEttE,292987822,1928.08922897
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,36Ygv65Lfr9wuuhKiD2iKdH5Y6cWg1LySM,292987822,851.127552581
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,12w7XvKZbos1dE138yHhJCpue6CkhVsoYL,292987822,23455.8819683
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,19GS5twQHVS2KfubrrRTbCbBTw8Ci3ukcK,292987822,76.1182110818
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,1PcMyqumHm4UqVc41vVKD86TGpB2zHCqP3,292987822,197291.870696
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,1GJC9L6xqi6w4v2Ey1tTsLP16T4SCBW2Ut,292987822,425.278619447
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,1FxXDGj6vGyv8BRZS9NUC2jqNFjfY1hn1Q,292987822,211.315895522
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,38HgXZxUZhnziUgieYr9yS25DNYY5Qvpbf,292987822,7031.09291597
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,1PEnksVDHCD4DtG3bnSNndB1g9huPNVXtD,292987822,4434.78176794
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,13Km5sZmKWtaHPgYKVdn5UhVv4FJs6779c,292987822,38961.3291144
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,3BMEXzhNP38yKYyTTwbmnx3jbHgwpaKzx4,292987822,336.651778617
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,139uaYbNT3XWbQFSQ8c162Gx58o93zZMRK,292987822,1408.76167978
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,3Qnek6QEzjLeU3LJoLzmyWaccBBvV7j8RP,292987822,27189.1004197
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,19mz3Rugkg8NRKYMoZAjBZnjtpULE4GxH,292987822,260.761786927
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,1EjKe6sEDwBD55nBDyDpBZCjW5UPMcVK2J,292987822,563.504671912
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,15dzG85jkoY7EgoCL9EjX8wMvp8wybCqk5,292987822,426.079970049
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,1KNRWzFWRfAGd1jFQ6z3HbaJxT52dLv3xr,292987822,3339.08356122
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,3JDTcTbazeSFQ4HL2Dbo8KHcEkqZa66gVQ,292987822,134.491425252
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,1AgyWfKVTj6car9dT86SgQfgPwERsBN3SR,292987822,22771.9281728
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,1BnRxHH4pYaaK94ELuHBzkwJjq97hQmsdj,292987822,4907.1865179
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,1JSixjQX722vzq1X2iADEr5c6XUzshYxye,292987822,469.752286503
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,1L2c59gACV2xFtXzJwajy3pSKVu2CtvcCR,292987822,17266.3351472
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,1M2uXYoYanxfq85LmVmqiPr3L4k1NWMzoF,292987822,305.231697285
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,37CDLBiyQudxzroDsYKLeWyKzfnhJLYQhm,292987822,457.864451068
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,12Ez5r2j7WvVBJSynbuVFU7JjrXTyKaTUN,292987822,3779.48335895
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,1N52wHoVR79PMDishab2XmRHsbekCdGquK,292987822,1008466.09537
1BkvYfgtqL1edboifvB6U23nREUKKvBriD,1Nzmwtj8sVsRyjbHwH2hPybcWpApUmNB86,292987822,5846.36097108
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,1EcwKTHzjedLnhKrrbtSsK7Bp79mjjshLq,292987822,624.564038627
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,15bBcJ5gpyCKz1NJnaSXiQ9nX2fUR4KPHw,292987822,939.731543799
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,1FvahB6xryAGKkawosb8jDNGQDcXv5wKMF,292987822,2132.11485532
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,1KAjuyhtk4DVCCzb6WMe6UpcbJ9STwzNaH,292987822,31228.2019314
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,3EuYrqieYU7fBtiM69uYjdkeacDvXZuTk9,292987822,424016.525824
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,1PT49SMdrXLZNEdb5cspjoHBeXtvzzoa3o,292987822,10617.5886567
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,1AVZ3rxTJN8HZaKFAPwiPTGDW2akGJEttE,292987822,5128.82432691
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,36Ygv65Lfr9wuuhKiD2iKdH5Y6cWg1LySM,292987822,2264.04651372
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,12w7XvKZbos1dE138yHhJCpue6CkhVsoYL,292987822,62393.9474588
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,19GS5twQHVS2KfubrrRTbCbBTw8Ci3ukcK,292987822,202.478664811
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,1PcMyqumHm4UqVc41vVKD86TGpB2zHCqP3,292987822,524807.322568
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,1GJC9L6xqi6w4v2Ey1tTsLP16T4SCBW2Ut,292987822,1131.26472383
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,1FxXDGj6vGyv8BRZS9NUC2jqNFjfY1hn1Q,292987822,562.112006713
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,38HgXZxUZhnziUgieYr9yS25DNYY5Qvpbf,292987822,18703.0972687
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,1PEnksVDHCD4DtG3bnSNndB1g9huPNVXtD,292987822,11796.7655616
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,13Km5sZmKWtaHPgYKVdn5UhVv4FJs6779c,292987822,103639.29717
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,3BMEXzhNP38yKYyTTwbmnx3jbHgwpaKzx4,292987822,895.512409864
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,139uaYbNT3XWbQFSQ8c162Gx58o93zZMRK,292987822,3747.38423176
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,3Qnek6QEzjLeU3LJoLzmyWaccBBvV7j8RP,292987822,72324.515673
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,19mz3Rugkg8NRKYMoZAjBZnjtpULE4GxH,292987822,693.640821299
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,1EjKe6sEDwBD55nBDyDpBZCjW5UPMcVK2J,292987822,1498.95369271
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,15dzG85jkoY7EgoCL9EjX8wMvp8wybCqk5,292987822,1133.3963609
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,1KNRWzFWRfAGd1jFQ6z3HbaJxT52dLv3xr,292987822,8882.14753811
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,3JDTcTbazeSFQ4HL2Dbo8KHcEkqZa66gVQ,292987822,357.754653274
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,1AgyWfKVTj6car9dT86SgQfgPwERsBN3SR,292987822,60574.5924143
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,1BnRxHH4pYaaK94ELuHBzkwJjq97hQmsdj,292987822,13053.3884073
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,1JSixjQX722vzq1X2iADEr5c6XUzshYxye,292987822,1249.56714577
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,1L2c59gACV2xFtXzJwajy3pSKVu2CtvcCR,292987822,45929.4094945
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,1M2uXYoYanxfq85LmVmqiPr3L4k1NWMzoF,292987822,811.933250215
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,37CDLBiyQudxzroDsYKLeWyKzfnhJLYQhm,292987822,1217.94484393
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,12Ez5r2j7WvVBJSynbuVFU7JjrXTyKaTUN,292987822,10053.6354352
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,1N52wHoVR79PMDishab2XmRHsbekCdGquK,292987822,2682575.76729
1MTkVtPpXuYjNxs1p4F2M3zwm1L6Sqxdne,1Nzmwtj8sVsRyjbHwH2hPybcWpApUmNB86,292987822,15551.6445618
1NMCriqyJF2VCS1ggdwqN3Yg1DFxfvU4mA,1EcwKTHzjedLnhKrrbtSsK7Bp79mjjshLq,292987822,61.5344072132
1NMCriqyJF2VCS1ggdwqN3Yg1DFxfvU4mA,15bBcJ5gpyCKz1NJnaSXiQ9nX2fUR4KPHw,292987822,92.5858997812
