InputTransactionIndex,OutputTransactionIndex,Value,BackFlowProbability
292985835,292987822,5135580,0.000777936377144
292985836,292987822,66900000,0.0101339953094
292985837,292987822,200000000,0.0302959501028
292985234,292987822,54544475,0.00826238346491
292985199,292987822,6771691,0.00102577406324
292972657,292987822,199950000,0.0302883761152
292985714,292987822,4628000,0.000701048285378
292985331,292987822,1800000,0.000272663550925
292985588,292987822,17515053,0.00265317585868
292985589,292987822,19000000,0.00287811525976
292985705,292987822,100000000,0.0151479750514
292765524,292987822,200000000,0.0302959501028
292984954,292987822,4942500,0.000748688666915
292984059,292987822,1791402,0.00027136112803
292984572,292987822,3506500,0.000531163745177
292973117,292987822,190000000,0.0287811525976
292971647,292987822,200000000,0.0302959501028
292977664,292987408,162800000,0.0240788625796
292971394,292987408,128292833,0.0189750951827
292983427,292987408,1210000,0.000178964519172
292978488,292987408,175000000,0.0258832982274
292974598,292987408,171002600,0.0252920645341
292983431,292987408,636000,9.40673009865e-05
292862985,292987408,2270,3.3574335415e-07
292759050,292987408,189240,2.79894591803e-05
292983307,292987408,8190000,0.00121133835704
292983085,292987408,1310660,0.000193852592313
292983058,292987408,18658060,0.002759612179
292967445,292987408,169950000,0.0251363801929
292983575,292987408,4660184,0.000689262470095
292971032,292987408,500000,7.39522806498e-05
292973209,292987408,125000000,0.0184880701624
292983706,292987408,101873186,0.0150675088835
292983451,292987408,850000,0.000125718877105
292982940,292987408,7008223,0.0010365481483
292977562,292987408,108539183,0.0160534402454
292904224,292987408,151915,2.24689214298e-05
292973595,292987408,161230000,0.0238466524183
292978085,292987408,182081000,0.026930610426
292975654,292987408,179898526,0.0266078125665
292983595,292987408,51004247,0.00754376077695
292970795,292987408,159576033,0.0236020231548
292975532,292987408,124829924,0.0184629151463
292975021,292987408,119046006,0.0176074472919
292981341,292987408,23400000,0.00346096673441
292975024,292987408,4834619,0.000715062202245
292782920,292987408,2220,3.28348126085e-07
292975026,292987408,143180214,0.0211770067384
292982964,292987408,10000000,0.001479045613
292765878,292987408,1621000,0.000239753293867
292804023,292987408,181297617,0.026814744507
292902328,292987408,868137,0.000128401422133
292983353,292987408,20000000,0.00295809122599
292983866,292987408,99961130,0.0147847070797
292983867,292987408,1824518,0.000269854534373
292982935,292987408,9599291,0.00141977892414
292982057,292987408,116677586,0.0172571471708
292983231,292987408,1700000,0.000251437754209
292972738,292987408,15516,2.29488717312e-06
292982725,292987408,150000000,0.0221856841949
292983417,292987408,20000000,0.00295809122599
292980168,292987408,183100000,0.0270813251739
292981705,292987408,179900000,0.0266080305778
292983755,292987408,15107106,0.00223440988544
292780236,292987408,66414,9.82293353415e-06
292983758,292987408,5769097,0.000853275760879
292983759,292987408,21630504,0.00319925020481
292983633,292987408,22164965,0.00327829942454
292763603,292987408,181898155,0.0269035668165
292983380,292987408,12500000,0.00184880701624
292983374,292987408,3655777,0.000540706093394
292983481,292987408,73821146,0.0109184842138
292983132,292987408,1440870,0.00021311124524
292983375,292987408,243470,3.60103235396e-05
292983643,292987408,50006900,0.00739624860645
292983772,292987408,75136316,0.0111130038556
292755258,292987408,181000000,0.0267707255952
292975966,292987408,139921510,0.0206950295529
292890156,292987408,212767,3.1469209794e-05
292975074,292987408,120877050,0.0178782670514
292968507,292987408,111923550,0.0165540035618
292983418,292987408,49000000,0.00724732350368
292983654,292987408,300000,4.43713683899e-05
292976590,292987408,176950714,0.0261718177258
292976572,292987408,177390000,0.0262367901289
292975338,292987408,115237511,0.0170441535097
292980331,292987408,175350000,0.0259350648239
292983791,292987408,100386000,0.0148475472906
292983281,292987408,28289931,0.00418420983375
289321982,292987408,1151069749,0.170248466251
292981215,292987408,123000000,0.0181922610398
292983657,292987408,1364667,0.000201840473955
292974804,292987408,125440000,0.0185531481694
292983724,292987408,2000000,0.000295809122599
292981627,292987408,115342268,0.0170596475478
292761212,292987408,3884649,0.000574557306148
292983037,292987408,627000,9.27361599348e-05
292759247,292987408,4886680,0.000722762261611
292983039,292987408,81750000,0.0120911978862
292963229,292987781,2324632,0.644790254665
292985559,292987781,1280621,0.355209745335
292673384,292988080,4197956,1.0
292970283,292988347,462222,0.0026825035251
292976322,292988347,5322962,0.0308917886405
292974011,292988347,18392985,0.106743614756
292966125,292988347,2343270,0.0135991580567
292951056,292988347,427895,0.00248328691813
292950574,292988347,1082600,0.00628286476255
292968855,292988347,5334158,0.0309567645816
292979481,292988347,358356,0.00207971761024
292972190,292988347,996023,0.00578041548992
292961060,292988347,1359406,0.00788930727452
292956581,292988347,724840,0.00420660603592
292951641,292988347,877000,0.00508966598629
292966134,292988347,1922850,0.0111592522711
292949547,292988347,459986,0.00266952690806
292953260,292988347,2705008,0.0156985030904
292950190,292988347,2144129,0.012443444061
292972335,292988347,6047454,0.0350963750598
292978096,292988347,941640,0.00546480396731
292960712,292988347,1580670,0.00917341201202
292974260,292988347,1244444,0.00722212576812
292969655,292988347,2224276,0.0129085768544
292973752,292988347,3115000,0.0180778900197
292961467,292988347,804869,0.00467105401678
292963388,292988347,3555903,0.0206366688137
292978621,292988347,885962,0.00514167691738
292960584,292988347,1012103,0.0058737357055
292967105,292988347,266667,0.0015476008661
292974914,292988347,266667,0.0015476008661
292974533,292988347,882999,0.00512448115875
292963911,292988347,3562842,0.0206769392724
292787528,292988347,19084000,0.11075391754
292959946,292988347,446827,0.00259315870428
292966820,292988347,1833000,0.0106378081561
292953036,292988347,2506763,0.0145479890271
292968654,292988347,1687272,0.00979207629192
292952504,292988347,234445,0.00136060061819
292963154,292988347,782804,0.00454299987769
292976676,292988347,4375221,0.0253915775441
292976477,292988347,443000,0.00257094872511
292975845,292988347,2667890,0.0154830889261
292954464,292988347,4508574,0.0261654911453
292967649,292988347,2663364,0.0154568223032
292958819,292988347,3610000,0.0209506205365
292972260,292988347,852688,0.00494857139169
292953829,292988347,1803403,0.0104660420851
292950246,292988347,377450,0.00219052956274
292974823,292988347,2796578,0.0162299292185
292949738,292988347,2076395,0.0120503500634
292967660,292988347,355441,0.00206280041942
292970349,292988347,12622222,0.0732530148059
292965693,292988347,15722949,0.0912480715273
292973297,292988347,622006,0.00360980932892
292966386,292988347,532367,0.00308958975156
292972406,292988347,2012123,0.0116773477689
292933367,292988347,1794439,0.0104140195471
292951672,292988347,1242878,0.00721303749339
292957692,292988347,450353,0.00261362183115
292957802,292988347,3984420,0.0231235655064
292963967,292988347,8915874,0.0517432390374
292979201,292988614,1790996,0.0430534239135
292949520,292988614,2610000,0.062741310653
292951256,292988614,1263706,0.0303779964445
292951453,292988614,1360369,0.0327016605485
292973728,292988614,8886124,0.21361190283
292966059,292988614,1992740,0.0479031108776
292978860,292988614,1032662,0.0248239721615
292943920,292988614,895050,0.021515942567
292974515,292988614,1525621,0.0366741230267
292985781,292988614,920112,0.0221184033822
292966840,292988614,1335000,0.0320918198168
292958784,292988614,1379842,0.0331697684192
292961607,292988614,1770712,0.0425658205628
292949966,292988614,1660056,0.0399057813017
292970324,292988614,1210000,0.029086967774
292949198,292988614,895570,0.0215284427515
292963288,292988614,1072953,0.0257925201108
292964058,292988614,1071375,0.0257545868586
292954720,292988614,1251254,0.0300786651034
292975587,292988614,1191636,0.0286455189507
292964457,292988614,602410,0.0144812233527
292983915,292988614,2237349,0.0537832217043
292960334,292988614,967699,0.0232623385355
292964462,292988614,1780000,0.042789093089
292932848,292988614,896150,0.021542385265
292955569,292986914,705531,0.253045377597
292966495,292986914,1952951,0.700444379089
292972919,292986914,129678,0.0465102433146
292966920,292987437,3008758,1.0
292971412,292987473,10639760,0.921123872658
292691463,292987473,911086,0.0788761273417
292983471,292987791,2691894586,1.0
292987791,292987796,15778209,1.0
292985806,292986879,3499086655,1.0
292986879,292986881,7050000,1.0
292985796,292987374,300000000,1.0
290904927,292988814,3000000,1.0
292985729,292987193,24652544,0.0462916057516
292738182,292987193,30846200,0.0579218164801
292983943,292987193,1000000,0.00187776181442
292985866,292987193,133089976,0.249911274815
292984843,292987193,1544000,0.00289926424147
292819980,292987193,1230900,0.00231133701737
292983965,292987193,945000,0.00177448491463
292983964,292987193,10000,1.87776181442e-05
292984349,292987193,18700000,0.0351141459297
292981922,292987193,1600000,0.00300441890308
292985094,292987193,5400000,0.0101399137979
292754982,292987193,3600000,0.00675994253193
292974888,292987193,2150000,0.00403718790101
292934087,292987193,2941472,0.0055233837998
292965549,292987193,532219,0.000999380515111
292983598,292987193,45662892,0.0857440349338
292757807,292987193,4859025,0.00912409160033
292901448,292987193,92380,0.000173467636416
292985651,292987193,2585578,0.00485509963661
292765241,292987193,942800,0.00177035383864
292981132,292987193,592430,0.00111244243172
292914879,292987193,662300,0.00124364164969
292986305,292987193,50000000,0.0938880907212
292840390,292987193,139500,0.000261947773112
292766023,292987193,7543,1.41639573662e-05
292761544,292987193,357181,0.000670700842638
292985033,292987193,756718,0.00142093616469
292985931,292987193,2884000,0.0054154650728
292976207,292987193,266675,0.000500752131861
292985809,292987193,20000000,0.0375552362885
292848594,292987193,40000000,0.075110472577
292984275,292987193,50000000,0.0938880907212
292985523,292987193,900000,0.00168998563298
292983929,292987193,15750310,0.0295753306833
292756184,292987193,1464602,0.00275017370893
292976859,292987193,1068721,0.00200680348407
292985438,292987193,1241262,0.0023307943853
292984420,292987193,358857,0.000673847971439
292979944,292987193,512856,0.000963021413098
292984189,292987193,11975359,0.0224868718442
292977266,292987193,332748,0.000624821488226
292985977,292987193,18500000,0.0347385935668
292982778,292987193,27962666,0.0525072264443
292761341,292987193,4430192,0.00831884536817
292840826,292988914,91086970,0.34401355914
292985861,292988914,2618240,0.00988846221455
292921791,292988914,171072057,0.646097978646
292792706,292987979,261060727,1.0
292981723,292986930,954682,0.0880114314688
292982708,292986930,9892568,0.911988568531
292962708,292986653,1962933,1.0
292980774,292986859,453053,0.00270454285452
292984713,292986859,546,3.25939878682e-06
292984558,292986859,2730,1.62969939341e-05
292980273,292986859,453053,0.00270454285452
292984404,292986859,546,3.25939878682e-06
292983934,292986859,546,3.25939878682e-06
292984247,292986859,546,3.25939878682e-06
292978548,292986859,453047,0.00270450703695
292978493,292986859,453047,0.00270450703695
292978558,292986859,165697896,0.989149306229
292984607,292986859,546,3.25939878682e-06
-1,292988149,926522000,1.0
-1,292988797,1636106,1.0
-1,292987879,830993,1.0
292985769,292987763,2645995,1.0
292523248,292989124,14078000,1.0
-1,292987624,665829000,1.0
-1,292987239,5710000,1.0
-1,292987789,733771552,1.0
-1,292988072,905658539,1.0
-1,292987244,55009634,1.0
-1,292987376,12451850,1.0
286185078,292989129,2300000,1.0
-1,292987953,899345024,1.0
-1,292987260,1126151,1.0
292974696,292986901,3060000,1.0
292844840,292987507,6550000,0.734840410613
292799185,292987507,1693000,0.189936613003
292766251,292987507,670500,0.0752229763841
292971412,292987431,306686,1.0
292987431,292987934,267000,1.0
291920605,292989246,485258,1.0
292981133,292987187,3954814022,1.0
292973282,292988697,16523608,1.0
292335520,292987272,14576146,1.0
292979858,292987448,458840,1.0
292872151,292988592,1835600,1.0
292985887,292988981,1312240740,1.0
292985620,292986540,2748468373,1.0
292984744,292988397,4130395395,1.0
292984550,292988354,4780632915,1.0
292982311,292988829,200000000,1.0
292978752,292987693,19500123600,1.0
292984129,292987226,1398223,1.0
292839018,292987245,68013560,1.0
292984594,292987275,460813214,1.0
292987275,292988268,429683614,1.0
292984225,292987396,5779905,1.0
292986176,292987417,306390567,1.0
292980399,292986613,4069916510,1.0
292980590,292987178,4021725072,1.0
292985747,292986582,2059917722,1.0
292983634,292986555,4771136074,1.0
292985792,292987708,4776370000,1.0
292986467,292989213,4494439145,1.0
292964573,292987746,866947,0.564805820657
292979606,292987746,668000,0.435194179343
292983231,292987900,3263535414,1.0
292977062,292987742,6256537,1.0
292985762,292988607,4490239893,1.0
292984909,292988002,3719207085,1.0
292983977,292988978,4743984657,1.0
292984845,292986896,67942936,1.0
292983613,292987208,1762663671,1.0
292979338,292986963,19719800,0.00747506142025
292979470,292986963,154000000,0.0583758181482
292982452,292986963,18271000,0.00692587385315
292756244,292986963,99997514,0.0379054330684
292980504,292986963,200000000,0.0758127508418
292767643,292986963,43814002,0.016608300085
292986268,292986963,33876900,0.012841504895
292981666,292986963,200000000,0.0758127508418
292978211,292986963,70488663,0.0267196972259
292982385,292986963,42100000,0.0159585840522
292985001,292986963,40802384,0.0154667048597
292978862,292986963,299033618,0.113352805874
292757681,292986963,12533297,0.00475091861344
292982068,292986963,30000000,0.0113719126263
292983481,292986963,37986376,0.0143992582954
292973755,292986963,86734190,0.0328777876797
292980285,292986963,408600000,0.15488544997
292976191,292986963,12270394,0.00465126161526
292973377,292986963,33615897,0.0127425681179
292977103,292986963,34897845,0.0132285081395
292974545,292986963,157000000,0.0595130094108
292979794,292986963,15859752,0.00601185713394
292983775,292986963,65877026,0.0249715927917
292977896,292986963,461000000,0.17474839069
292973291,292986963,36000000,0.0136462951515
292984424,292986963,23600000,0.00894590459933
292986486,292987347,2968489777,1.0
292984122,292987627,2050061063,1.0
292982939,292986764,1183980369,1.0
292983933,292986700,2329139249,1.0
292985454,292987584,3088009046,1.0
292987584,292988974,3072964046,0.0582005974933
292983809,292988974,2312345447,0.0437948132851
292980900,292988974,3339764985,0.0632536908029
292986088,292988974,2376309763,0.0450062695057
292986504,292988974,7013313,0.000132829086477
292986700,292988974,2327328841,0.0440785922262
292986764,292988974,1182169961,0.0223897829714
292987627,292988974,2042816063,0.0386900444183
292986540,292988974,2747971373,0.052045378146
292985294,292988974,2394461688,0.0453500590408
292987791,292988974,2676071377,0.0506836236105
292987208,292988974,1760824271,0.0333492429846
292986963,292988974,2607213546,0.049379486352
292986196,292988974,3121035092,0.0591110421185
292986582,292988974,2059383722,0.0390038286469
292987347,292988974,2935221677,0.0555918171574
292985146,292988974,3522492044,0.0667144615287
292987900,292988974,3255740414,0.0616623021101
292981053,292988974,3141513423,0.0594988927676
292981822,292988974,2424894767,0.0459264482711
292986879,292988974,3491991655,0.0661367974764
292981155,292988703,4614533406,1.0
292986437,292988475,4327132387,1.0
292983098,292986634,4223140666,1.0
292986341,292986788,4478294819,1.0
292985604,292986593,3741937831,1.0
292983979,292987563,4226635911,1.0
292982996,292987674,3638379039,1.0
292986585,292987707,2398282705,1.0
292987707,292988917,887518454,1.0
292980886,292988079,69918,1.0
292983453,292988852,160028235,1.0
292983731,292988996,76130,1.0
292986101,292987517,223608,1.0
292890156,292988750,76041,1.0
292975496,292989084,239300,1.0
292979119,292988845,237757,1.0
292986191,292987794,66885,1.0
292986101,292987677,224370,1.0
292890660,292987980,149976,1.0
292984452,292986658,224500,1.0
292984137,292987804,432342,1.0
292985985,292986850,153221724,1.0
292978091,292988595,74058,1.0
292986115,292988630,74225,1.0
292986147,292987743,66855,1.0
292986101,292988263,227328,1.0
292986105,292987483,64700,1.0
292983572,292986927,210146,1.0
292981037,292988669,75927,1.0
292766324,292989331,76800,1.0
292906436,292989244,76508,1.0
292975905,292989347,145257,1.0
292984485,292988590,73763,1.0
292986411,292988841,237264,1.0
292980199,292988522,73470,1.0
292982834,292989173,76391,1.0
292984847,292987722,64936,1.0
292969413,292987288,296380,1.0
292985494,292986670,60476,1.0
292986101,292988266,227199,1.0
292975148,292987870,69663,1.0
292984268,292987928,69863,1.0
292977733,292989265,893581501,1.0
292984339,292987710,4478012,1.0
292975843,292987927,10382290,1.0
292981680,292987933,36302780,1.0
292977012,292988458,668563656,1.0
292969435,292987924,11034885,1.0
292985231,292988112,1533454,1.0
292982985,292987005,5256057,0.00148295398264
292985740,292987005,705990048,0.199189383484
292977893,292987005,2671659747,0.753787194863
292984951,292987005,161409792,0.0455404676706
292985416,292988390,170739000,0.0506533892341
292987005,292988390,3199993000,0.949346610766
292235004,292987174,1190000,1.0
292725163,292988951,395096,0.440662238065
292963086,292988951,501500,0.559337761935
292985976,292987960,1626776501,1.0
292984817,292988343,1445266943,1.0
292986102,292987544,245417796,1.0
292986117,292987428,1382799457,1.0
292985094,292986878,3386719,1.0
292984638,292989054,1511104439,1.0
292986507,292986787,1594725925,1.0
288217449,292988867,8447805,1.0
292038610,292988809,367858,0.0914754948733
292906797,292988809,7670,0.00190730402948
292947125,292988809,3645855,0.906617201097
292988809,292988984,3000000,1.0
292986298,292987253,1458297046,1.0
292967344,292988091,7733450,0.813243797944
291292191,292988091,1775937,0.186756202056
292945864,292988759,10433810,0.97022857882
292972367,292988759,320161,0.0297714211801
291886311,292988943,634721,0.00226429134203
292839630,292988943,279405983,0.996747465767
292197679,292988943,277022,0.000988242891211
292977395,292987348,7009644418,1.0
292268963,292986370,172931072,1.0
292986140,292986795,413147498,1.0
292980763,292989165,446962532,1.0
292984860,292987935,62592324,0.0609581273718
292763397,292987935,9399521,0.00915411286457
292986118,292987935,17833831,0.0173682150167
292817961,292987935,1905092,0.00185535275525
292986416,292987935,17833831,0.0173682150167
292981816,292987935,1766368,0.00172025064175
292985401,292987935,17883521,0.0174166076814
292749909,292987935,1873162,0.00182425640218
292983388,292987935,8921052,0.0086881360102
292753765,292987935,9460416,0.00921341798266
292985957,292987935,8941761,0.00870830432764
292983910,292987935,8941761,0.00870830432764
292982377,292987935,8921052,0.0086881360102
292974699,292987935,1759281,0.00171334867325
292982396,292987935,8921052,0.0086881360102
292981373,292987935,1771368,0.00172512009885
292978309,292987935,1760354,0.00171439365874
292789900,292987935,1884293,0.00183509678758
292983398,292987935,8921052,0.0086881360102
292758670,292987935,9454495,0.00920765157156
292984978,292987935,8941761,0.00870830432764
292983955,292987935,1770469,0.00172424457047
292977816,292987935,1760354,0.00171439365874
292752029,292987935,9460416,0.00921341798266
292982436,292987935,8921052,0.0086881360102
292981930,292987935,8921052,0.0086881360102
292981942,292987935,8921052,0.0086881360102
292979385,292987935,1760354,0.00171439365874
292980927,292987935,1771368,0.00172512009885
292746947,292987935,9474829,0.00922745467972
292745413,292987935,1876016,0.00182703588829
292981448,292987935,8946304,0.00871272871637
292984521,292987935,8941761,0.00870830432764
292984010,292987935,62447366,0.0608169540192
292984525,292987935,17883521,0.0174166076814
292984013,292987935,35767042,0.0348332153628
292984023,292987935,8921052,0.0086881360102
292975851,292987935,1759281,0.00171334867325
292756719,292987935,1884042,0.00183485234084
292742900,292987935,9474829,0.00922745467972
292983337,292987935,8921052,0.0086881360102
292756229,292987935,9515364,0.00926693136847
292755206,292987935,1884042,0.00183485234084
292985103,292987935,17883521,0.0174166076814
292984081,292987935,8941761,0.00870830432764
292984195,292987935,8941761,0.00870830432764
292983574,292987935,8921052,0.0086881360102
292966171,292987935,1765408,0.00171931570598
292753185,292987935,1873162,0.00182425640218
292764963,292987935,9405975,0.00916039835981
292983084,292987935,8921052,0.0086881360102
292975919,292987935,1759281,0.00171334867325
292982583,292987935,8921052,0.0086881360102
292984633,292987935,8941761,0.00870830432764
292981563,292987935,1771368,0.00172512009885
292985661,292987935,17883521,0.0174166076814
292982089,292987935,8921052,0.0086881360102
292982102,292987935,8921052,0.0086881360102
292982629,292987935,8921052,0.0086881360102
292975464,292987935,17770512,0.0173065491858
292759914,292987935,9454495,0.00920765157156
292985491,292987935,17883521,0.0174166076814
292750710,292987935,9460416,0.00921341798266
292981626,292987935,8946304,0.00871272871637
