InputTransactionIndex,OutputTransactionIndex,Value,BackFlowProbability 
292718621,292744720,50000,0.5
292713935,292744720,50000,0.5
292705512,292740161,50000,0.5
292706873,292740161,50000,0.5
292744720,292756271,90000,0.25
292740161,292756271,90000,0.25
292740991,292756271,90000,0.25
292743055,292756271,90000,0.25
292981626,292981816,563105378,1.0
292981816,292981930,561337428,1.0
292981930,292982009,552414794,1.0
292982009,292982102,550646844,1.0
292978600,292985412,9394146,1.0
292962377,292985488,77011383,1.0
292963030,292985558,29495855,1.0
292978260,292985560,34454746,1.0
292568531,292784396,7826722,1.0
292898106,292974712,1392507,1.0
292962462,292985121,94684529,1.0
292977799,292985637,6271386,1.0
292886310,292974782,92330922,1.0
286955058,292982837,199800000,0.607698902725
283146876,292982837,128981242,0.392301097275
287234732,292983862,100800000,0.289340059472
292982837,292983862,128778998,0.369652013294
286094935,292983862,118800000,0.341007927234
292981681,292983392,170345,1.0
292971587,292984984,1550779,1.0
292931889,292982778,27964022,1.0
282433012,292746606,4410191,1.0
291489047,292786930,11178,1.0
292961203,292983551,2902237,1.0
292716209,292716783,346500,1.0
292972834,292984423,712886,1.0
292982880,292983102,1595707,1.0
292982151,292982854,1694619,1.0
274488957,292982047,18390714,1.0
290944257,292981928,5887964,1.0
292966866,292983757,545693,1.0
208175190,292822889,25490,0.027027027027
136261264,292822889,25490,0.027027027027
158239555,292822889,25490,0.027027027027
161566228,292822889,25490,0.027027027027
153521301,292822889,25490,0.027027027027
196385432,292822889,25490,0.027027027027
157571483,292822889,25490,0.027027027027
186066080,292822889,25490,0.027027027027
198682916,292822889,25490,0.027027027027
174899750,292822889,25490,0.027027027027
193741276,292822889,25490,0.027027027027
183853227,292822889,25490,0.027027027027
207610159,292822889,25490,0.027027027027
79131696,292822889,50980,0.0540540540541
186196657,292822889,25490,0.027027027027
159102514,292822889,25490,0.027027027027
125823162,292822889,25490,0.027027027027
155949505,292822889,25490,0.027027027027
172784707,292822889,25490,0.027027027027
157669061,292822889,25490,0.027027027027
162002121,292822889,25490,0.027027027027
156010828,292822889,25490,0.027027027027
84954317,292822889,25490,0.027027027027
181197773,292822889,25490,0.027027027027
144979664,292822889,25490,0.027027027027
149614934,292822889,25490,0.027027027027
217480665,292822889,25490,0.027027027027
206100828,292822889,25490,0.027027027027
183103073,292822889,25490,0.027027027027
162009062,292822889,25490,0.027027027027
156275559,292822889,25490,0.027027027027
194901098,292822889,25490,0.027027027027
184925459,292822889,25490,0.027027027027
133564662,292822889,25490,0.027027027027
139701624,292822889,25490,0.027027027027
196139644,292822889,25490,0.027027027027
244595001,292983149,2465,0.00517200862771
292952071,292983149,474139,0.994827991372
292718996,292754971,498314,0.865932767414
291020812,292754971,77151,0.134067232586
259685676,292982493,143309,0.515869273329
292980341,292982493,134492,0.484130726671
290312321,292981913,100000,0.884493936794
289929478,292981913,13059,0.115506063206
291947591,292981693,11459609,1.0
230616114,292982956,5992760,1.0
292420119,292984329,1943000,1.0
292981291,292982656,48696435,1.0
292982656,292984026,44348295,1.0
289327650,292768593,444970,1.0
292981723,292982864,209743,1.0
292725790,292982222,800000,1.0
292740473,292744748,60000,1.0
292789488,292983719,6510802,1.0
276919810,292823844,25396,0.0136989035375
269764100,292823844,25395,0.0136983641257
266513286,292823844,25396,0.0136989035375
269672071,292823844,25396,0.0136989035375
217622713,292823844,25395,0.0136983641257
278004105,292823844,25396,0.0136989035375
269131146,292823844,25395,0.0136983641257
271819404,292823844,25395,0.0136983641257
286254722,292823844,25396,0.0136989035375
245664398,292823844,25395,0.0136983641257
234193069,292823844,25395,0.0136983641257
268157976,292823844,50792,0.027397807075
248893714,292823844,25396,0.0136989035375
258731413,292823844,25395,0.0136983641257
288046201,292823844,25396,0.0136989035375
291845656,292823844,25396,0.0136989035375
261932185,292823844,25395,0.0136983641257
269671067,292823844,25395,0.0136983641257
224411039,292823844,25395,0.0136983641257
252611369,292823844,25395,0.0136983641257
244522925,292823844,25395,0.0136983641257
292179502,292823844,25396,0.0136989035375
251429040,292823844,25395,0.0136983641257
285571762,292823844,25396,0.0136989035375
237610804,292823844,25395,0.0136983641257
251663798,292823844,25395,0.0136983641257
276902967,292823844,25395,0.0136983641257
247339316,292823844,25395,0.0136983641257
258872250,292823844,25396,0.0136989035375
251182651,292823844,25395,0.0136983641257
252615868,292823844,25395,0.0136983641257
252792766,292823844,50792,0.027397807075
250679029,292823844,25396,0.0136989035375
274158913,292823844,25396,0.0136989035375
252800194,292823844,25395,0.0136983641257
274668415,292823844,25396,0.0136989035375
235080004,292823844,25395,0.0136983641257
222637637,292823844,25395,0.0136983641257
279279817,292823844,25396,0.0136989035375
270773962,292823844,25396,0.0136989035375
257442958,292823844,25396,0.0136989035375
259946191,292823844,25396,0.0136989035375
243095760,292823844,25395,0.0136983641257
251088339,292823844,25396,0.0136989035375
263517653,292823844,25396,0.0136989035375
266512185,292823844,50790,0.0273967282513
260567513,292823844,25395,0.0136983641257
228735578,292823844,25395,0.0136983641257
267876111,292823844,25395,0.0136983641257
229349981,292823844,25395,0.0136983641257
252858337,292823844,25396,0.0136989035375
276715362,292823844,25396,0.0136989035375
255293155,292823844,50792,0.027397807075
290254312,292823844,25396,0.0136989035375
264461545,292823844,25396,0.0136989035375
230015922,292823844,25395,0.0136983641257
252913805,292823844,25396,0.0136989035375
258144752,292823844,25396,0.0136989035375
269653617,292823844,25396,0.0136989035375
222909298,292823844,25395,0.0136983641257
261560435,292823844,25395,0.0136983641257
289122932,292823844,25396,0.0136989035375
235896053,292823844,25395,0.0136983641257
266832503,292823844,25395,0.0136983641257
236153294,292823844,25395,0.0136983641257
250377081,292823844,25396,0.0136989035375
276736948,292823844,25396,0.0136989035375
269825148,292823844,25395,0.0136983641257
274301781,292823844,25395,0.0136983641257
292823844,292824158,1784638,1.0
281717123,292777392,20009,0.174696165398
277420841,292777392,20009,0.174696165398
259548371,292777392,18024,0.15736536984
260242774,292777392,20009,0.174696165398
286768504,292777392,20009,0.174696165398
258790971,292777392,16476,0.143849968569
292465394,292981899,538078,0.326942275103
292812771,292981899,574285,0.348942057578
292336722,292981899,533426,0.324115667318
292657494,292787673,30000,0.367656070002
292571719,292787673,51598,0.632343929998
284726208,292984513,9926,0.0044215265893
292782501,292984513,2235000,0.995578473411
292842416,292982481,9121,0.0348245409735
289012241,292982481,9180,0.0350498066152
292981404,292982481,229932,0.877894568044
231717993,292982481,13680,0.0522310843677
290689213,292974975,784298,1.0
292974975,292975052,606397,1.0
292975052,292975148,535152,1.0
292975148,292975220,463907,1.0
292975220,292975313,392647,1.0
292975313,292975402,321387,1.0
292975402,292975495,250095,1.0
292975495,292975608,178803,1.0
292966863,292973260,2066288,1.0
292971176,292971270,8888460,1.0
292980693,292981936,4212448,1.0
292646600,292981647,7100000,1.0
292147383,292983569,3743117,1.0
292956838,292983733,3300000,1.0
292925746,292981736,3350132,1.0
290964221,292983788,6143900,1.0
291657263,292983399,5371264,1.0
292983399,292983715,1794108,1.0
292980314,292981947,939851,1.0
292973877,292983682,976360,1.0
292457206,292942304,2180870,1.0
292942304,292965507,2079740,1.0
272984066,292983142,62920,1.0
292983142,292983797,52620,1.0
292970679,292981673,450958,1.0
292977002,292981859,13000000,1.0
291688550,292982069,42850000,1.0
292971270,292971347,8532660,1.0
292345666,292981691,112883024,1.0
292940992,292981857,1163870,1.0
292433156,292757073,72314200,1.0
292561268,292668820,3000000,1.0
292745829,292776640,3000000,1.0
292776640,292840557,2998870,0.499943485099
292668820,292840557,2999548,0.500056514901
292611523,292873846,618504,1.0
292683553,292848594,9541100,0.229978702908
292536626,292848594,13147367,0.316904173451
292550325,292848594,18798418,0.45311712364
292973412,292981661,238410,0.125188444289
292961774,292981661,767080,0.402791627219
292622087,292981661,898919,0.472019928492
292449684,292782532,1004782,0.292085073627
292686261,292782532,784756,0.228124622097
292530479,292782532,1650494,0.479790304276
292971347,292971468,8354680,1.0
292971468,292971543,7998920,1.0
292971543,292971703,7643160,1.0
292971703,292971819,7287320,1.0
292971819,292971931,6931480,1.0
292971931,292972035,6575660,1.0
292975816,292975891,3552334,1.0
292975891,292976005,3196554,1.0
292976005,292976220,2840774,1.0
292976220,292976287,2485054,1.0
292976287,292976394,2307153,1.0
292976394,292976475,2129252,1.0
292976475,292976565,2057992,1.0
292976565,292976644,1986732,1.0
292976644,292976755,1915487,1.0
292976755,292976831,1559906,1.0
292976831,292976929,1204325,1.0
292976929,292977052,1133080,1.0
292977052,292977150,777519,1.0
292965002,292965448,1438664,1.0
292965448,292965709,1331694,1.0
292965709,292966010,797893,1.0
292966010,292966221,264004,1.0
292615808,292983688,331744559,0.59968220353
285220106,292983688,76318574,0.137958225342
284025132,292983688,69018528,0.124762205838
285861925,292983688,76118946,0.13759736529
292972035,292972120,6219840,1.0
292972120,292972194,5863980,1.0
292972194,292972286,5792680,1.0
292439964,292747179,5094052,1.0
292747179,292752642,3592922,1.0
292752642,292757508,2091792,1.0
292977418,292983327,1096277,1.0
292983327,292983609,1093521,1.0
292983609,292983936,1089939,1.0
292772892,292784653,99572,0.952431967096
292353431,292784653,4973,0.0475680329045
291542003,292775606,144111,0.453253362185
292250276,292775606,173837,0.546746637815
290863289,292982716,1664774,0.503220443499
290440363,292982716,1643466,0.496779556501
292839560,292983681,338000,0.678714859438
291969240,292983681,160000,0.321285140562
292981094,292982135,3397288,0.882234645692
287088366,292982135,453488,0.117765354308
292977512,292981662,219447,0.514622804117
291969274,292981662,206976,0.485377195883
292376793,292981933,10915217,0.602843431391
292977234,292981933,7191005,0.397156568609
257681723,292981818,120000,0.235294117647
257779098,292981818,120000,0.235294117647
257719387,292981818,120000,0.235294117647
257570661,292981818,30000,0.0588235294118
257589045,292981818,120000,0.235294117647
292965133,292965549,1356652,1.0
292965549,292965895,822851,1.0
292965895,292966120,715946,1.0
292966120,292966329,182805,1.0
291926188,292983856,13165318,1.0
292983856,292984429,12163962,1.0
292972286,292972375,5614750,1.0
292972375,292972480,5436820,1.0
292972480,292972654,5365587,1.0
292972654,292972760,5187746,1.0
292972760,292972877,5116544,1.0
292972877,292973046,5045342,1.0
292973046,292973160,4690060,1.0
292973160,292973301,4618874,1.0
292973301,292973434,4547349,1.0
292973434,292973564,4476179,1.0
292973564,292973725,4405009,1.0
292973725,292973822,4333768,1.0
292973822,292973975,4262527,1.0
291476448,292981695,1263424,0.0689767638327
291476416,292981695,3454762,0.188613088379
292979493,292981695,13598475,0.742410147788
292726795,292742979,38834,1.0
292742979,292747317,30090,1.0
292747317,292760403,19487,1.0
292667890,292817256,2300000,1.0
292817256,292878172,2197670,1.0
292878172,292964609,2096540,1.0
292744174,292746373,7001510,1.0
292746373,292753507,5909490,1.0
292753507,292754599,5756360,1.0
292969248,292982265,2433000,1.0
292966221,292966429,157377,1.0
292973975,292974088,4191282,1.0
292977150,292977223,599658,1.0
292977223,292977317,528374,1.0
292789381,292983525,565874,1.0
292561968,292812564,564200,1.0
292640258,292981784,310713,1.0
292971452,292983669,67695932,1.0
292967710,292983587,652391,1.0
292970161,292970332,504915,1.0
292970332,292970441,149494,1.0
290625875,292983615,9491517,0.26614674186
292137139,292983615,9476180,0.265716684938
292386341,292983615,16695024,0.468136573202
292948253,292984738,48905874,1.0
292765738,292981609,94539264,1.0
292981723,292983703,8087097,1.0
292981426,292981964,47292834,1.0
290638618,292982016,6081416,0.57246371491
291977947,292982016,4541818,0.42753628509
292977317,292977398,457090,1.0
292961362,292983635,1084915,1.0
292982115,292983000,1974028,1.0
292983000,292984115,719602,1.0
292663612,292853603,109271214,1.0
292953535,292981628,14397009,1.0
292980672,292981900,553483,1.0
292402856,292983573,1478304,1.0
197408196,292981804,2000000,1.0
292853603,292957926,109009632,1.0
291483905,292822585,25834,0.0256366999571
290904171,292822585,25842,0.0256446388593
291727364,292822585,25845,0.0256476159477
291725833,292822585,25851,0.0256535701243
291078157,292822585,25823,0.0256257839666
292038286,292822585,25824,0.0256267763294
291548054,292822585,25852,0.0256545624871
291091096,292822585,25853,0.0256555548499
291097312,292822585,25823,0.0256257839666
290922786,292822585,25843,0.0256456312221
292390308,292822585,25837,0.0256396770455
291512239,292822585,25833,0.0256357075944
291840177,292822585,25828,0.0256307457805
292120883,292822585,25839,0.025641661771
291384629,292822585,25837,0.0256396770455
292218044,292822585,25837,0.0256396770455
292569023,292822585,25856,0.0256585319382
291400288,292822585,25842,0.0256446388593
290912838,292822585,25827,0.0256297534177
291896779,292822585,25849,0.0256515853988
291380812,292822585,25842,0.0256446388593
291952081,292822585,25824,0.0256267763294
291233619,292822585,25834,0.0256366999571
292769108,292822585,25843,0.0256456312221
291424728,292822585,25824,0.0256267763294
292630372,292822585,25831,0.0256337228688
292622426,292822585,25823,0.0256257839666
291505248,292822585,25841,0.0256436464966
292217441,292822585,25826,0.0256287610549
292154084,292822585,25846,0.0256486083104
292641980,292822585,25846,0.0256486083104
290906603,292822585,25851,0.0256535701243
292654958,292822585,25850,0.0256525777615
292328176,292822585,25825,0.0256277686921
291677267,292822585,25832,0.0256347152316
291262071,292822585,25848,0.025650593036
292294650,292822585,25851,0.0256535701243
292205565,292822585,25850,0.0256525777615
292641406,292822585,25834,0.0256366999571
239690397,292823144,25474,0.0256406385097
271432193,292823144,25475,0.0256416450512
252803435,292823144,25474,0.0256406385097
226017287,292823144,25474,0.0256406385097
246572553,292823144,25474,0.0256406385097
263042060,292823144,25475,0.0256416450512
284720141,292823144,25475,0.0256416450512
263075992,292823144,25474,0.0256406385097
276707097,292823144,25475,0.0256416450512
246832922,292823144,25474,0.0256406385097
239764253,292823144,25474,0.0256406385097
210046238,292823144,25474,0.0256406385097
209975978,292823144,25474,0.0256406385097
272404783,292823144,25475,0.0256416450512
272006453,292823144,25475,0.0256416450512
265033784,292823144,25474,0.0256406385097
254035386,292823144,25474,0.0256406385097
265005246,292823144,25475,0.0256416450512
264293316,292823144,25475,0.0256416450512
246924790,292823144,25474,0.0256406385097
277732166,292823144,25475,0.0256416450512
211029239,292823144,25474,0.0256406385097
237251640,292823144,25474,0.0256406385097
232627158,292823144,25474,0.0256406385097
273378391,292823144,25475,0.0256416450512
242703066,292823144,25474,0.0256406385097
261961949,292823144,25475,0.0256416450512
282950879,292823144,25475,0.0256416450512
283787745,292823144,25475,0.0256416450512
260645201,292823144,25475,0.0256416450512
262816619,292823144,25474,0.0256406385097
261537516,292823144,25474,0.0256406385097
258294770,292823144,25474,0.0256406385097
291475059,292823144,25475,0.0256416450512
241528948,292823144,25474,0.0256406385097
237803510,292823144,25474,0.0256406385097
220050295,292823144,25474,0.0256406385097
226827512,292823144,25474,0.0256406385097
238379549,292823144,25474,0.0256406385097
197080226,292822836,25494,0.025641025641
189989253,292822836,25494,0.025641025641
188929383,292822836,25494,0.025641025641
182988040,292822836,25494,0.025641025641
187421901,292822836,25494,0.025641025641
197673840,292822836,25494,0.025641025641
181125333,292822836,25494,0.025641025641
184339702,292822836,25494,0.025641025641
188175897,292822836,25494,0.025641025641
205152159,292822836,764820,0.769230769231
292604800,292822232,27301,0.025644301209
292203523,292822232,27301,0.025644301209
292324999,292822232,27302,0.0256452405263
292206348,292822232,27288,0.0256320900843
292127502,292822232,27298,0.0256414832571
291607187,292822232,27285,0.0256292721324
292252334,292822232,27309,0.0256518157473
291785622,292822232,27290,0.0256339687189
291902877,292822232,27290,0.0256339687189
291545029,292822232,27290,0.0256339687189
291649825,292822232,27310,0.0256527550646
292116904,292822232,27303,0.0256461798436
291431598,292822232,27297,0.0256405439399
292272861,292822232,27290,0.0256339687189
291026608,292822232,27285,0.0256292721324
291544374,292822232,27282,0.0256264541806
290819257,292822232,27300,0.0256433618917
292195515,292822232,27307,0.0256499371127
292364353,292822232,27308,0.02565087643
292587958,292822232,27293,0.0256367866707
291633097,292822232,27301,0.025644301209
291015372,292822232,27298,0.0256414832571
291178061,292822232,27285,0.0256292721324
291010795,292822232,27299,0.0256424225744
292127577,292822232,27298,0.0256414832571
292263517,292822232,27312,0.0256546336991
291028702,292822232,27297,0.0256405439399
291004598,292822232,27288,0.0256320900843
292423393,292822232,27296,0.0256396046226
292604898,292822232,27294,0.025637725988
292271460,292822232,27285,0.0256292721324
292020969,292822232,27312,0.0256546336991
291077355,292822232,27304,0.0256471191609
291546605,292822232,27311,0.0256536943818
291559413,292822232,27291,0.0256349080361
292798204,292822232,27309,0.0256518157473
292205565,292822232,27288,0.0256320900843
291561470,292822232,27308,0.02565087643
290943972,292822232,27298,0.0256414832571
292734484,292747312,451900,1.0
277641794,292982945,157738,0.500129996132
148886532,292982945,2905,0.00921070153522
282659207,292982945,154751,0.490659302333
215543573,292889050,28003,1.0
290425200,292984912,10808,0.0159081542538
292979848,292984912,272956,0.401760376803
292584040,292984912,332458,0.489340594642
291166831,292984912,63178,0.0929908743009
291288963,292822431,26690,0.0232660312457
291912708,292822431,26685,0.0232616726786
292455558,292822431,26686,0.023262544392
292275854,292822431,26686,0.023262544392
292383631,292822431,26683,0.0232599292517
291917202,292822431,26668,0.0232468535504
291355797,292822431,26671,0.0232494686907
291505177,292822431,26693,0.023268646386
292247324,292822431,26662,0.0232416232699
292438813,292822431,26670,0.0232485969772
292066080,292822431,26668,0.0232468535504
291050017,292822431,26668,0.0232468535504
291539491,292822431,26690,0.0232660312457
292221093,292822431,26664,0.0232433666967
292731686,292822431,26690,0.0232660312457
291958828,292822431,26692,0.0232677746725
291852209,292822431,26688,0.0232642878189
292781490,292822431,26670,0.0232485969772
291544374,292822431,26676,0.0232538272578
292156216,292822431,26679,0.023256442398
292672957,292822431,26691,0.0232669029591
292631488,292822431,26679,0.023256442398
291663811,292822431,26686,0.023262544392
291926085,292822431,26689,0.0232651595323
291069384,292822431,26693,0.023268646386
292310219,292822431,26662,0.0232416232699
291312077,292822431,26667,0.023245981837
291609544,292822431,26694,0.0232695180994
291415694,292822431,26673,0.0232512121175
291277657,292822431,26689,0.0232651595323
290981467,292822431,26671,0.0232494686907
292185693,292822431,26674,0.0232520838309
292217765,292822431,26679,0.023256442398
291595106,292822431,26675,0.0232529555444
292248870,292822431,26684,0.0232608009652
291089381,292822431,26664,0.0232433666967
291912423,292822431,26667,0.023245981837
292173674,292822431,26673,0.0232512121175
292316908,292822431,26664,0.0232433666967
292440978,292822431,26689,0.0232651595323
292158066,292822431,26673,0.0232512121175
292558452,292822431,26668,0.0232468535504
291539701,292822431,26683,0.0232599292517
292822431,292834869,1104100,1.0
292834869,292848156,489760,1.0
291927838,292719352,10000000,1.0
292719352,292983773,6969470,0.56618765877
292367500,292983773,5340000,0.43381234123
272110118,292765930,30498,1.0
288183968,292982361,400000000,0.494489400234
289394818,292982361,408915216,0.505510599766
292976936,292984188,85198,0.118387611807
292656513,292984188,221221,0.307399538389
292636935,292984188,102340,0.142207424967
292977063,292984188,310894,0.432005424837
292809600,292824992,2691303,1.0
292824992,292884241,2641227,1.0
292884241,292886474,2591151,1.0
292886474,292892539,2541075,1.0
292892539,292893323,2490999,1.0
292893323,292893500,2440923,1.0
292893500,292894022,2390847,1.0
292894022,292899298,2340771,1.0
292899298,292933630,2290695,1.0
292893323,292896708,47898,0.317016347872
292718378,292896708,596,0.00394466874049
292892539,292896708,47898,0.317016347872
292893500,292896708,47898,0.317016347872
292732295,292896708,6800,0.0450062876431
292896708,292902901,46090,0.490381750862
292894022,292902901,47898,0.509618249138
292717136,292922047,9071028,1.0
220066050,292823203,25465,0.0303023812329
266513286,292823203,25466,0.0303035711948
220076679,292823203,25465,0.0303023812329
221570827,292823203,25465,0.0303023812329
217141774,292823203,25465,0.0303023812329
256033808,292823203,25466,0.0303035711948
265035796,292823203,25466,0.0303035711948
291896983,292823203,25466,0.0303035711948
291846043,292823203,25466,0.0303035711948
289328156,292823203,25466,0.0303035711948
279375647,292823203,25466,0.0303035711948
213381799,292823203,25465,0.0303023812329
256434857,292823203,25466,0.0303035711948
219987114,292823203,25465,0.0303023812329
217242927,292823203,25465,0.0303023812329
278575816,292823203,25466,0.0303035711948
257404988,292823203,25466,0.0303035711948
252801345,292823203,25466,0.0303035711948
222778055,292823203,25465,0.0303023812329
207391432,292823203,25465,0.0303023812329
273282766,292823203,25466,0.0303035711948
219741520,292823203,25465,0.0303023812329
215778641,292823203,25465,0.0303023812329
280438610,292823203,25466,0.0303035711948
265644500,292823203,25466,0.0303035711948
222055521,292823203,25465,0.0303023812329
210641763,292823203,25465,0.0303023812329
277198058,292823203,25466,0.0303035711948
224279533,292823203,25465,0.0303023812329
225429618,292823203,25465,0.0303023812329
292531062,292823203,25466,0.0303035711948
269825148,292823203,25466,0.0303035711948
272266877,292823203,25466,0.0303035711948
291350528,292954307,27713138,0.00844844570612
285639202,292954307,54490000,0.0166114644443
279905891,292954307,40990000,0.0124959428807
292326857,292954307,3000000000,0.914560347456
285851218,292954307,52490000,0.016001757546
290285371,292954307,1536,4.68254897897e-07
286216701,292954307,51090000,0.0155749627172
285435775,292954307,53490000,0.0163066109951
292954307,292954924,2280259600,1.0
286517760,292823898,25390,0.025
241583234,292823898,25390,0.025
277430919,292823898,25390,0.025
279942410,292823898,25390,0.025
288895490,292823898,25390,0.025
237911822,292823898,25390,0.025
278531694,292823898,25390,0.025
275485718,292823898,25390,0.025
249983132,292823898,25390,0.025
264713373,292823898,25390,0.025
291220385,292823898,25390,0.025
269825443,292823898,25390,0.025
256711975,292823898,25390,0.025
237710248,292823898,25390,0.025
278122567,292823898,25390,0.025
272637228,292823898,25390,0.025
265186484,292823898,25390,0.025
291544374,292823898,25390,0.025
236783162,292823898,25390,0.025
249329983,292823898,25390,0.025
244552523,292823898,25390,0.025
255488583,292823898,25390,0.025
263179339,292823898,25390,0.025
283101008,292823898,25390,0.025
269907666,292823898,25390,0.025
283711699,292823898,25390,0.025
269569497,292823898,25390,0.025
245648986,292823898,25390,0.025
241587293,292823898,25390,0.025
289238238,292823898,25390,0.025
276715362,292823898,25390,0.025
275554043,292823898,25390,0.025
262004970,292823898,25390,0.025
288080748,292823898,25390,0.025
279408494,292823898,25390,0.025
262841328,292823898,25390,0.025
290088187,292823898,25390,0.025
278578684,292823898,25390,0.025
287708030,292823898,25390,0.025
247984895,292823898,25390,0.025
288896161,292746480,9014,0.00113023819764
292363013,292746480,38611,0.00484131651309
292668975,292746480,2738041,0.343314679931
292712020,292746480,933496,0.117048240131
289656950,292746480,21691,0.00271976888673
292692311,292746480,4159100,0.521496970024
291019194,292746480,27784,0.00348375172877
291174303,292746480,47573,0.005965034588
292686980,292740282,1131697,1.0
292746480,292750729,7969093,1.0
292750729,292753878,354122,0.0818167976709
292740282,292753878,183213,0.0423297647468
292735236,292753878,175230,0.0404853622646
292753581,292753878,3615666,0.835368075318
206756736,292823503,25430,0.0249997050762
212927617,292823503,25430,0.0249997050762
273558146,292823503,25431,0.0250006881555
280530179,292823503,25431,0.0250006881555
271509382,292823503,25431,0.0250006881555
237270919,292823503,25430,0.0249997050762
229156994,292823503,25430,0.0249997050762
228208896,292823503,25430,0.0249997050762
245058839,292823503,25430,0.0249997050762
209507930,292823503,25430,0.0249997050762
283052966,292823503,25431,0.0250006881555
279063848,292823503,25431,0.0250006881555
235575849,292823503,25430,0.0249997050762
229975594,292823503,25430,0.0249997050762
278407175,292823503,25431,0.0250006881555
239162798,292823503,25430,0.0249997050762
249094964,292823503,25430,0.0249997050762
245651765,292823503,25430,0.0249997050762
234485044,292823503,25430,0.0249997050762
214226365,292823503,25430,0.0249997050762
227984834,292823503,25430,0.0249997050762
252506435,292823503,25430,0.0249997050762
210481604,292823503,25430,0.0249997050762
287265734,292823503,25431,0.0250006881555
210177607,292823503,25430,0.0249997050762
222885576,292823503,25430,0.0249997050762
212659660,292823503,25430,0.0249997050762
214971852,292823503,25430,0.0249997050762
271677266,292823503,25431,0.0250006881555
271113174,292823503,25431,0.0250006881555
274688983,292823503,25431,0.0250006881555
287073114,292823503,25431,0.0250006881555
226228700,292823503,25430,0.0249997050762
252533982,292823503,25430,0.0249997050762
223847141,292823503,25430,0.0249997050762
215507305,292823503,25430,0.0249997050762
216405053,292823503,25430,0.0249997050762
243546744,292823503,25430,0.0249997050762
285310329,292823503,25431,0.0250006881555
243551867,292823503,25430,0.0249997050762
290497665,292982679,23399,0.0540197988715
292235626,292982679,276641,0.638663668517
290753556,292982679,133116,0.307316532612
290368899,292740704,15648750,0.238876819854
290059812,292740704,15544267,0.237281895866
289673829,292740704,6324320,0.0965401996544
290310538,292740704,3111523,0.047497130387
290710703,292740704,5984472,0.0913524492287
290398396,292740704,9549353,0.145770050407
291127293,292740704,9347020,0.142681454603
292740704,292754038,63927425,1.0
292754038,292764243,22021942,1.0
288798202,292748474,9600964,0.0875992660065
292684967,292748474,100000000,0.912400733994
292684358,292749660,100000000,0.117785630153
292683723,292749660,100000000,0.117785630153
292708812,292749660,70000000,0.0824499411072
292712910,292749660,100000000,0.117785630153
292706896,292749660,229000000,0.269729093051
292727159,292749660,150000000,0.17667844523
292748474,292749660,100000000,0.117785630153
292749660,292779162,48994429,1.0
292507097,292683228,4412486,1.0
292683228,292775102,4150161,1.0
275801650,292982891,41627,0.431399168852
276397447,292982891,54866,0.568600831148
292684029,292745558,2469838,1.0
292745558,292787125,2362308,1.0
292787125,292831789,2245452,1.0
292636469,292982910,35784,0.45600397589
291861366,292982910,42689,0.54399602411
292664845,292665679,16454720,1.0
292665679,292982165,14633290,1.0
292982165,292982332,13021248,1.0
159381764,292823031,25484,0.0256408708478
91354945,292823031,25484,0.0256408708478
128826770,292823031,25484,0.0256408708478
141861523,292823031,25484,0.0256408708478
112428820,292823031,25484,0.0256408708478
122795160,292823031,25484,0.0256408708478
288342302,292823031,25485,0.0256418770035
104891808,292823031,25484,0.0256408708478
142676898,292823031,25484,0.0256408708478
282235045,292823031,25485,0.0256418770035
285013873,292823031,25485,0.0256418770035
136212136,292823031,25484,0.0256408708478
160456873,292823031,25484,0.0256408708478
125998983,292823031,25484,0.0256408708478
282191917,292823031,25485,0.0256418770035
163549621,292823031,25484,0.0256408708478
151825333,292823031,25484,0.0256408708478
150527680,292823031,25484,0.0256408708478
130353217,292823031,25484,0.0256408708478
143331270,292823031,25484,0.0256408708478
124008140,292823031,25484,0.0256408708478
157689890,292823031,25484,0.0256408708478
143316686,292823031,25484,0.0256408708478
286056786,292823031,25485,0.0256418770035
127284819,292823031,25484,0.0256408708478
132031572,292823031,25484,0.0256408708478
112377429,292823031,25484,0.0256408708478
169559895,292823031,25484,0.0256408708478
151949530,292823031,25484,0.0256408708478
159906140,292823031,25484,0.0256408708478
105982301,292823031,25484,0.0256408708478
136830179,292823031,25484,0.0256408708478
149608677,292823031,25484,0.0256408708478
114583918,292823031,25484,0.0256408708478
289294065,292823031,25485,0.0256418770035
111357170,292823031,25484,0.0256408708478
92084596,292823031,25484,0.0256408708478
148056825,292823031,25484,0.0256408708478
139367548,292823031,25484,0.0256408708478
232134661,292862917,11344,0.0713279678068
146518824,292862917,15590,0.0980256539235
189678281,292862917,10649,0.0669579979879
205009452,292862917,10971,0.0689826458753
156025389,292862917,14455,0.090889084507
215090254,292862917,42304,0.265995975855
263075992,292862917,25355,0.159425301811
215110843,292862917,12762,0.0802439637827
152908319,292862917,15610,0.0981514084507
292756563,292982806,11241,0.0059893129047
292972123,292982806,1865602,0.994010687095
291791487,292822381,26847,0.0243996204685
290956162,292822381,26822,0.0243768994751
292110341,292822381,26852,0.0244041646672
292722951,292822381,26850,0.0244023469877
291817992,292822381,26851,0.0244032558275
291991180,292822381,26828,0.0243823525135
291160214,292822381,26833,0.0243868967122
291769368,292822381,26836,0.0243896232314
291591326,292822381,26828,0.0243823525135
291749279,292822381,26815,0.0243705375969
291573958,292822381,26832,0.0243859878724
291100198,292822381,26821,0.0243759906353
292310313,292822381,26848,0.0244005293083
